,idx,collected,goal_amount,num_backers,category,duration,pledge_types,donate,creator,project_we_love,success,start_month,start_day,population,country
1107,1974,8.281663244450979,8.213381737034572,106,comics,36,7.0,0.0,Charlotte Jayne Bibby,1.0,1,12,1,15.837971611150978, UK
1108,1976,9.968010448551627,9.903487552536127,281,publishing,39,12.0,0.0,Independent Publishing Resource Center,1.0,1,11,0,13.357133477695209, OR
1109,1977,10.006450195593953,9.903487552536127,303,film_Video,33,6.0,0.0,Jake Meginsky,1.0,1,12,2,15.9166075437284, NY
1111,1981,10.060918560484957,9.104979856318357,529,music,43,16.0,0.0,Aural Pleasure Records,1.0,1,11,2,10.150152298891683, NY
1112,1983,9.758853842347897,9.574983485564092,141,technology,30,1.0,0.0,Lina Franzon & Johanna Johansson,1.0,1,12,0,14.230937217984762, Sweden
1113,1984,9.392032730866646,8.91841062424483,155,technology,30,11.0,0.0,Midnight Sun,1.0,1,12,0,13.744905673596723, Canada
1114,1987,9.422786913742057,9.210340371976184,337,journalism,53,13.0,0.0,Racist Sandwich,1.0,1,12,0,13.65311632657372, OH
1115,1988,10.549490713287256,10.545341438708522,322,film_Video,31,33.0,0.0,Rooftop Films,1.0,1,12,4,14.648708334886981, NY
1116,1994,11.12207306922991,8.987196820661973,288,art,50,14.0,0.0,microscape,1.0,1,12,2,14.816343153421665, IL
1117,1997,10.802835563679972,10.308952660644293,"1,083",design,36,9.0,0.0,LOLIWARE,1.0,1,12,1,15.9166075437284, NY
1118,1998,10.834982118152556,10.308952660644293,398,theater,30,12.0,0.0,Toshi Reagon,1.0,1,11,2,14.648708334886981, NY
1119,2000,11.91413486371287,11.512925464970229,"1,256",technology,60,12.0,0.0,Makeblock,1.0,1,11,1,14.151849928616338, CA
1121,2004,12.402744903338567,10.596634733096073,"3,796",design,25,16.0,0.0,IDEO.org,1.0,1,11,0,14.151849928616338, CA
1122,2006,9.228180290104513,9.210340371976184,330,film_Video,24,10.0,0.0,Khaula Malik,1.0,1,12,0,14.200667511018631, TX
1123,2007,7.616775808698373,10.46310334047155,34,music,45,11.0,0.0,Ross Gardiner,1.0,0,12,0,14.648708334886981, NY
1124,2012,8.265650165580329,7.824046010856292,98,design,30,6.0,0.0,Jesse Wallace,1.0,1,11,1,14.648708334886981, NY
1125,2014,9.26157326453958,9.21117602272282,75,technology,50,9.0,0.0,Cell-Free Technology,1.0,1,11,2,12.156798364194934, Ireland
1126,2016,10.316788546412067,10.239959789157341,218,film_Video,31,16.0,0.0,Jeffrey Wolf,1.0,1,11,3,15.9166075437284, NY
1127,2017,11.445028992218461,9.640498092674719,346,food,30,15.0,0.0,Orient Knives,1.0,1,12,0,15.837971611150978, UK
1128,2022,10.694691138568423,10.085809109330082,318,art,30,16.0,0.0,Parisite DIY Skatepark,1.0,1,11,4,12.87291948429548, LA
1129,2023,11.072664077450666,11.02679245379461,555,film_Video,30,12.0,0.0,Felipe Bustos Sierra,1.0,1,11,0,13.29061981587345, UK
1130,2028,12.273700265485227,11.366742954792146,"5,078",games,30,11.0,0.0,btf,1.0,1,11,1,15.047007280023905, Germany
1131,2031,13.102811478673114,11.225243392518447,677,technology,42,13.0,0.0,HomeBiogas,1.0,1,11,2,12.978243553240834, Israel
1132,2033,12.28877182166492,11.512925464970229,"3,009",design,40,10.0,0.0,Friends of Cedar Mesa,1.0,1,11,2,12.047510583180404, UT
1134,2042,10.873072575468,10.819778284410283,418,journalism,32,13.0,0.0,"The Tank, Ltd",1.0,1,11,1,15.9166075437284, NY
1135,2044,11.99729860648326,11.719939634354555,464,design,30,16.0,0.0,REFLEX,1.0,1,11,1,15.837971611150978, UK
1136,2045,10.650815105859214,10.596634733096073,478,journalism,35,23.0,0.0,Antenna,1.0,1,11,5,12.87291948429548, LA
1137,2048,11.731683413571885,11.512925464970229,"1,499",journalism,40,28.0,0.0,Ayana Young,1.0,1,11,2,6.561030665896573, CA
1138,2049,10.132175704105688,10.126631103850338,159,theater,30,11.0,0.0,Illya Szilak and Cyril Tsiboulski,1.0,1,11,1,15.9166075437284, NY
1139,2052,11.476357088061294,10.571316925111784,908,design,45,9.0,0.0,Yukai Engineering,1.0,1,10,3,15.936165897399452, Japan
1140,2054,12.579114419205828,10.819778284410283,"2,620",technology,35,9.0,0.0,clockwork,1.0,1,11,1,15.646806555855257, China
1143,2066,9.323133199451306,8.517193191416238,198,food,27,7.0,0.0,Amy Nazer,1.0,1,11,5,14.648708334886981, NY
1144,2068,10.917249763287845,9.798127036878302,632,art,30,9.0,0.0,Tyler Thrasher,1.0,1,11,2,12.907944158189096, OK
1145,2071,9.90802723257816,9.903487552536127,176,film_Video,29,16.0,0.0,Skylight,1.0,1,11,0,14.648708334886981, NY
1146,2074,9.99337395933065,9.903487552536127,195,art,33,10.0,0.0,Pelican Bomb,1.0,1,10,4,12.87291948429548, LA
1148,2077,11.63265913024438,11.496796083040344,948,design,30,13.0,0.0,Unit Editions,1.0,1,11,2,15.837971611150978, UK
1149,2079,9.854559878912704,9.615805480084347,241,art,33,16.0,0.0,Booklyn,1.0,1,11,1,14.648708334886981, NY
1151,2086,11.542455140574004,11.512925464970229,647,theater,23,16.0,0.0,Jamie Flam,1.0,1,10,1,15.194750847520005, CA
1152,2090,13.885543954583806,11.407564949312402,716,technology,46,4.0,0.0,Springa,1.0,1,10,1,15.194750847520005, CA
1153,2092,13.869506197725286,10.308952660644293,"4,126",photography,30,12.0,0.0,Wiral,1.0,1,10,1,11.110251458112545, CA
1154,2093,12.818120935852091,12.429216196844383,"2,804",music,30,18.0,0.0,Smithsonian Institution,1.0,1,10,1,13.30755248550697, DC
1155,2097,11.183518212471133,11.156250521031495,74,technology,45,5.0,0.0,Dorna Robotics,1.0,1,10,1,13.842062903593279, CA
1157,2102,9.913487387114461,9.903487552536127,198,film_Video,32,13.0,0.0,1RIC,1.0,1,11,2,15.9166075437284, NY
1158,2104,10.504409789053556,10.46310334047155,421,film_Video,38,19.0,0.0,Marq Evans,1.0,1,10,1,13.357133477695209, OR
1160,2111,9.641148287756142,9.210340371976184,179,technology,45,16.0,0.0,Paul Rucker,1.0,1,11,2,13.436372336049693, WA
1161,2112,13.356280682841934,10.085809109330082,"8,454",games,28,4.0,0.0,Patrick Leder,1.0,1,10,1,14.836582117509636, MN
1162,2113,12.24003436206258,12.206067645517674,"1,258",film_Video,29,83.0,0.0,"J.R. ""Bob"" Dobbs",1.0,1,10,0,13.744905673596723, TX
1165,2126,9.900706188125744,9.887358170606245,187,fashion,30,14.0,0.0,Nic fforde & Giulia Watson,1.0,1,10,1,15.837971611150978, UK
1166,2129,11.82633376199289,10.239959789157341,"1,002",food,37,7.0,0.0,Lecker Labs,1.0,1,9,1,15.9166075437284, NY
1167,2134,14.608172702185263,11.918390573078392,"2,144",journalism,29,6.0,0.0,UNISTELLAR,1.0,1,10,2,14.151849928616338, CA
1169,2138,11.26818793284376,11.225243392518447,705,theater,30,12.0,0.0,Blitz Bazawule,1.0,1,10,1,14.490118952244421, Ghana
1170,2142,10.663498673349581,10.645424897265505,207,film_Video,30,43.0,0.0,Jeff Kaufman and Marcia Ross,1.0,1,10,0,15.194750847520005, CA
1174,2150,8.90557995798965,9.392661928770137,128,theater,30,15.0,0.0,Ron Kavanaugh,1.0,0,10,0,14.141288672902773, NY
1175,2151,10.655398801626767,10.596634733096073,313,technology,32,9.0,0.0,Bryanne Leeming,1.0,1,10,1,13.410750701107972, MA
1176,2153,10.792311707937186,10.54006438160768,"1,621",games,30,13.0,0.0,Megagon Industries,1.0,1,10,1,15.047007280023905, Germany
1177,2155,9.695496125791342,9.287301413112312,650,film_Video,20,15.0,0.0,European Coffee Trip,1.0,1,10,1,12.820065681860466, Czech Republic
1178,2156,11.36443543340016,9.918796273816158,"1,373",design,30,12.0,0.0,Bare Conductive,1.0,1,9,2,15.837971611150978, UK
1179,2160,14.74531634860157,11.512925464970229,"10,238",technology,32,11.0,0.0,BioLite,1.0,1,9,1,14.648708334886981, NY
1180,2164,10.137333626983473,10.021270588192511,281,design,31,16.0,0.0,Ecovative & Danielle Trofe Design,1.0,1,9,2,14.648708334886981, NY
1183,2170,9.09829086816756,10.46310334047155,106,art,33,13.0,0.0,OBERLAND,1.0,0,10,4,15.9166075437284, NY
1185,2175,10.08318065797639,9.903487552536127,175,art,30,7.0,0.0,Gibb Taylor,1.0,1,10,2,15.9166075437284, NY
1186,2179,9.469757220153557,9.417354541360508,223,theater,30,10.0,0.0,Bardia Koushan,1.0,1,10,0,15.837971611150978, UK
1188,2186,11.872877034902077,11.512925464970229,671,film_Video,30,12.0,0.0,will halby,1.0,1,9,0,12.010148998317934, VT
1190,2190,8.868180290188556,6.550115584106554,109,technology,21,3.0,0.0,Core Electronics,1.0,1,10,0,12.911242266067337, AU
1191,2194,10.956284148903993,10.803648902480399,"1,058",publishing,40,22.0,0.0,Nikesh Shukla & Julia Kingsford,1.0,1,9,3,13.333078008699502, UK
1192,2195,9.451402423792738,9.433483923290392,207,art,30,25.0,0.0,Blights Out,1.0,1,9,1,12.87291948429548, LA
1193,2198,12.586580496032564,10.896739325546411,"2,881",design,30,16.0,0.0,Lovebox,1.0,1,10,2,14.575639054856664, France
1194,2202,9.740540296025316,9.692766521220475,287,film_Video,45,9.0,0.0,Miguel Llansó,1.0,1,9,1,14.829918072899181, Ethiopia
1195,2204,11.014900890374633,9.903487552536127,99,technology,30,7.0,0.0,ArcBotics,1.0,1,9,1,11.972177755141349, CA
1197,2213,9.688436171119255,9.210340371976184,246,technology,30,10.0,0.0,Jim Findlay,1.0,1,9,2,15.9166075437284, NY
1198,2217,11.94445122508573,11.302204433654575,"1,013",music,34,117.0,0.0,Quincy Jones & Reza Ackbaraly,1.0,1,9,3,14.575639054856664, France
1199,2220,11.239185744641153,11.156250521031495,557,art,39,9.0,0.0,Nevada Museum of Art,1.0,1,8,2,12.394396982866105, NV
1200,2223,11.4484327027857,10.803648902480399,808,design,26,12.0,0.0,Granby Workshop,1.0,1,9,5,13.669469241521591, UK
1202,2227,8.901230352110781,10.46310334047155,52,art,35,23.0,0.0,Imperial Taels,1.0,0,9,0,11.579920341794507, Taiwan
1203,2229,11.344080687063398,10.819778284410283,170,technology,31,6.0,0.0,Aevena Aire,1.0,1,9,1,12.230935975254862, CA
1204,2231,11.129803871016513,11.082142548877775,573,publishing,52,13.0,0.0,Kurt Vonnegut Memorial Library,1.0,1,9,6,13.628841163005458, IN
1205,2233,13.587328082568964,12.429216196844383,"8,629",games,32,15.0,0.0,Rooster Teeth,1.0,1,9,2,13.744905673596723, TX
1206,2234,11.31014810760887,11.289781913656018,256,art,30,11.0,0.0,Glenn Kaino Studio,1.0,1,9,2,13.047376865601485, GA
1209,2243,8.538367426647644,8.517193191416238,55,publishing,30,12.0,0.0,Kate Murray,1.0,1,9,0,14.648708334886981, NY
1210,2245,11.274719035978974,10.819778284410283,923,music,42,12.0,0.0,Mississippi Records,1.0,1,9,2,13.357133477695209, OR
1211,2246,11.413436566469485,10.819778284410283,"1,030",comics,30,15.0,0.0,IDW Publishing,1.0,1,9,1,13.357133477695209, OR
1212,2249,10.355868052653099,10.308952660644293,270,publishing,45,34.0,0.0,Bookselling Without Borders,1.0,1,9,3,15.9166075437284, NY
1213,2251,10.262908722142885,8.517193191416238,363,design,21,19.0,0.0,Leafcutter Designs,1.0,1,9,2,12.94626322746207, CA
1215,2254,11.826104216907838,9.512522804221486,"2,186",food,30,8.0,0.0,Miki Mottes,1.0,1,9,2,15.047007280023905, Germany
1216,2256,10.15724853001781,9.611557804804775,666,film_Video,30,29.0,0.0,Deep Six Crew,1.0,1,9,4,14.77102200299171, Canada
1217,2258,10.88824034837718,10.308952660644293,782,design,30,4.0,0.0,Emily Fischer,1.0,1,9,1,14.648708334886981, NY
1220,2264,10.22419329143509,10.126631103850338,297,crafts,30,28.0,0.0,Sara Terry,1.0,1,9,2,15.194750847520005, CA
1221,2266,9.523105224795426,10.062881604686378,178,design,33,7.0,0.0,Shigeru Fukuoka,1.0,0,9,1,14.083080480222606, Japan
1222,2270,10.50210424924984,10.308952660644293,161,publishing,30,17.0,0.0,Thornwillow,1.0,1,9,2,10.250263664295613, NY
1223,2272,11.480949644091078,11.289781913656018,883,art,30,19.0,0.0,Public Art Fund,1.0,1,8,0,15.9166075437284, NY
1224,2276,11.320602055995906,9.210340371976184,728,art,30,9.0,0.0,Jed Henry,1.0,1,9,1,15.936165897399452, Japan
1225,2277,9.932360682865202,9.692766521220475,202,crafts,22,7.0,0.0,Luo Yang & MO-Industries,1.0,1,9,5,15.047007280023905, Germany
1226,2279,11.89612451402422,11.512925464970229,"3,708",games,30,28.0,0.0,Pathea Games,1.0,1,9,0,15.824744204600613, China
1227,2285,11.81300873126724,11.805576422042591,91,design,39,10.0,0.0,Comite de Proyectos,1.0,1,8,3,16.324637595040688, Mexico
1228,2292,9.669535802505315,9.615805480084347,267,film_Video,30,12.0,0.0,Full Spectrum Features NFP,1.0,1,9,3,14.816343153421665, IL
1229,2293,11.686483736094026,10.596634733096073,"4,438",games,35,9.0,0.0,North Star Games,1.0,1,9,1,13.30755248550697, DC
1230,2296,9.977945463454137,9.615805480084347,156,art,28,16.0,0.0,San Jose Museum of Art,1.0,1,9,3,13.842062903593279, CA
1231,2297,13.343267623344708,10.596634733096073,"2,492",food,50,12.0,0.0,Misen,1.0,1,9,2,14.648708334886981, NY
1232,2301,10.765343217715396,9.210340371976184,"1,063",food,30,12.0,0.0,The Cleaver Quarterly,1.0,1,8,1,16.92079089713741, China
1233,2304,10.188779270365272,11.203474834045299,68,technology,30,5.0,0.0,Edward Catley,1.0,0,9,6,10.919442607523228, UK
1236,2312,8.71292443512011,7.585281078639126,91,journalism,28,11.0,0.0,B. Smith & Co.,,1,8,1,13.30755248550697, DC
1237,2314,11.521891053698242,10.516200136143963,"4,788",games,30,8.0,0.0,Alexis Kennedy,1.0,1,9,4,15.837971611150978, UK
1238,2316,11.055830163625206,7.8632667240095735,"1,352",crafts,29,9.0,0.0,Adam J. Kurtz,1.0,1,8,1,14.648708334886981, NY
1239,2317,9.678028823264478,9.615805480084347,249,film_Video,21,15.0,0.0,Hannah Peterson,1.0,1,8,1,13.30755248550697, DC
1240,2319,11.516289799245655,10.51867319162636,"1,656",comics,31,13.0,0.0,SBI Press,1.0,1,8,0,15.194750847520005, CA
1241,2320,11.818511304199594,11.177452728682098,"1,040",film_Video,38,56.0,0.0,Ain't Heard Nothin' Yet Corp.,1.0,1,8,1,15.194750847520005, CA
1242,2321,10.05560760059696,11.184421397998193,271,journalism,40,16.0,0.0,Jon Lomberg,1.0,0,8,6,10.561913880367685, HI
1243,2322,10.658599632809274,10.915088464214607,787,games,31,22.0,0.0,Indelve Studios,1.0,0,8,1,11.272508584985562, CA
1244,2324,9.745077815788486,7.3777589082278725,234,art,21,24.0,0.0,Kyra Hinton,1.0,1,8,4,13.593616226050496, VA
1245,2325,13.270064158425706,11.512925464970229,"3,141",design,31,31.0,0.0,Lomography,1.0,1,8,1,15.9166075437284, NY
1246,2327,9.917220324890158,9.822819649468673,234,theater,30,11.0,0.0,Christopher Manning,1.0,1,8,3,15.837971611150978, UK
1247,2328,9.673319386284954,10.308952660644293,89,technology,30,16.0,0.0,Audiolux Devices,1.0,0,8,4,13.357133477695209, OR
1249,2331,12.538214519650909,11.729648448481516,"1,560",publishing,21,5.0,0.0,Kronecker Wallis,1.0,1,8,1,14.29888502284722, Spain
1250,2335,9.572647425766544,9.060679597421776,440,publishing,30,34.0,0.0,The White Review,1.0,1,8,2,15.837971611150978, UK
1252,2338,9.66459564425378,9.615805480084347,151,dance,30,9.0,0.0,Ani Taj,1.0,1,8,2,15.9166075437284, NY
1253,2339,10.283156105600282,10.126631103850338,235,film_Video,30,13.0,0.0,Bradley Beesley,1.0,1,8,1,13.744905673596723, TX
1254,2342,10.636888566243218,10.46310334047155,292,design,30,10.0,0.0,Ravi Varma,1.0,1,8,1,14.648708334886981, NY
1255,2343,10.53940278714094,9.210340371976184,502,art,59,16.0,0.0,Baby Tattoo,1.0,1,8,6,12.07648204918649, CA
1256,2344,10.325449175172755,10.308952660644293,399,art,30,16.0,0.0,Museum of Contemporary Art Chicago,1.0,1,8,1,14.816343153421665, IL
1257,2346,7.138073034044347,7.750614732770409,92,comics,30,15.0,0.0,Daniel A. Prim,1.0,0,8,0,15.837971611150978, UK
1258,2349,7.558814038442103,3.4258899942525267,71,art,30,11.0,0.0,Bryn G Jones,1.0,1,8,6,15.837971611150978, UK
1259,2350,8.935903526274423,8.922658299524402,122,design,36,7.0,0.0,Natasha Dzurny,1.0,1,8,0,12.484802264083928, NJ
1260,2353,11.185221078168757,11.079060882340366,94,technology,32,10.0,0.0,Kell ideas,1.0,1,8,2,13.361211759739437, Poland
1261,2356,10.85528055425278,10.126631103850338,168,design,30,11.0,0.0,Bobby Genalo,1.0,1,8,0,15.194750847520005, CA
1263,2359,9.571017297294214,8.987196820661973,222,crafts,29,12.0,0.0,Cosmic Smudge Media,1.0,1,8,6,13.30755248550697, DC
1264,2360,10.991375877841262,10.819778284410283,"1,717",film_Video,31,27.0,0.0,"ComicMix, LLC",1.0,1,8,1,11.58189166943495, CT
1265,2361,11.993770117393838,10.819778284410283,"1,513",music,45,24.0,0.0,X,1.0,1,8,2,15.194750847520005, CA
1266,2363,11.248556191815522,11.225243392518447,511,design,31,8.0,0.0,Craighton Berman,1.0,1,7,1,14.816343153421665, IL
1267,2365,8.310508447765296,5.728475087246572,93,photography,6,10.0,0.0,Chris T. Hodgson,1.0,1,8,6,9.037533407550814, UK
1270,2372,12.694986960292612,11.833558637561696,"1,704",design,31,8.0,0.0,IA Collaborative,1.0,1,7,1,14.816343153421665, IL
1271,2373,10.683248114229192,10.596634733096073,199,film_Video,30,17.0,0.0,Jiva VR,1.0,1,7,1,14.148353359002385, CA
1274,2380,9.692025505995757,8.517193191416238,256,publishing,14,7.0,0.0,Dynamite Entertainment,1.0,1,8,4,10.642181548052044, NJ
1275,2382,9.608445125678054,10.373491181781864,373,film_Video,30,16.0,0.0,Dandelion Wine Collective,1.0,0,8,2,13.340452576975746, MD
1276,2383,12.30832684156893,11.512925464970229,405,technology,30,6.0,0.0,Tianqi Sun,1.0,1,8,1,14.151849928616338, CA
1277,2384,10.757732653438401,10.714417768752456,373,film_Video,35,19.0,0.0,Chris Cassidy,1.0,1,7,1,15.9166075437284, NY
1278,2385,9.787122261404862,9.433483923290392,164,journalism,29,14.0,0.0,What Pipeline,1.0,1,8,1,13.425597881382114, MI
1279,2386,11.572853373550116,11.225243392518447,"1,174",comics,30,54.0,0.0,Kevin Eastman,1.0,1,8,1,14.148353359002385, CA
1280,2388,11.993213527666486,11.512925464970229,"1,372",film_Video,23,22.0,0.0,Jennifer Brea,1.0,1,8,2,15.194750847520005, CA
1281,2389,13.13607888829027,12.429216196844383,"4,251",art,30,22.0,0.0,Space Center Houston,1.0,1,7,3,14.64677659263844, TX
1282,2390,11.311494480561668,10.126631103850338,"1,403",film_Video,30,22.0,0.0,Julius Film,1.0,1,8,2,10.638472211837653, DE
1283,2392,11.275010983612416,11.209114010588564,971,art,25,26.0,0.0,Pussy Riot,1.0,1,7,0,15.837971611150978, UK
1284,2394,10.152890488412242,10.110501721920453,481,film_Video,30,11.0,0.0,Dan Cleland,1.0,1,7,1,15.837971611150978, UK
1286,2399,10.036224879974322,9.903487552536127,250,music,31,5.0,0.0,Micah Bournes,1.0,1,7,4,13.069257915717223, CA
1287,2400,9.775597361230211,9.740968623038354,240,art,29,9.0,0.0,Luftwerk & NRDC,1.0,1,8,2,14.816343153421665, IL
1288,2403,10.902799444395415,10.30470498536472,787,design,30,9.0,0.0,Today Is Art Day,1.0,1,8,0,13.177977822159425, Canada
1289,2404,11.013451829540461,11.512925464970229,244,design,30,14.0,0.0,Royelles,1.0,0,8,1,13.30755248550697, DC
1290,2406,10.71274971165176,10.596634733096073,639,food,30,9.0,0.0,Yana Gilbuena,1.0,1,7,1,14.151849928616338, CA
1291,2412,10.800941990063988,10.690125076183412,576,film_Video,30,7.0,0.0,Dave Adams,1.0,1,7,0,12.868946168400292, OH
1292,2413,8.826734598220911,7.313220387090301,296,music,29,3.0,0.0,Ally-Jane Grossan,1.0,1,7,0,14.648708334886981, NY
1293,2416,10.336892029333534,9.210340371976184,358,crafts,42,12.0,0.0,Richard W. Brown,1.0,1,8,2,6.584791392385716, VT
1294,2419,9.618202604684068,8.85366542803745,337,film_Video,30,7.0,0.0,NapkinBooks,1.0,1,7,0,14.151849928616338, CA
1295,2420,14.340514788535037,12.611537753638338,"9,040",games,21,1.0,0.0,CMON,1.0,1,7,2,13.047376865601485, GA
1296,2421,10.848307430524256,9.487972108574462,371,design,33,8.0,0.0,Simon Strauss,1.0,1,7,3,15.081840787817118, Singapore
1297,2422,10.958130537988746,9.998797732340453,"2,033",theater,31,22.0,0.0,Lynne M. Thomas,1.0,1,7,0,10.673850371449209, IL
1299,2424,11.40477216422717,10.896739325546411,796,film_Video,30,42.0,0.0,"Matt Grady, Factory 25",1.0,1,7,0,15.9166075437284, NY
1302,2429,10.830282917055369,10.596634733096073,"1,538",technology,30,13.0,0.0,Amber Discko,1.0,1,8,1,14.648708334886981, NY
1304,2436,9.321165927065067,9.210340371976184,168,film_Video,30,12.0,0.0,Nausheen,1.0,1,7,0,15.194750847520005, CA
1305,2437,13.958323493496719,10.819778284410283,"3,696",technology,58,8.0,0.0,Algobrix,1.0,1,7,1,12.626068338172521, PA
1307,2444,8.901775088607979,10.491274217438248,392,games,30,11.0,0.0,Holden Boyles,1.0,0,7,5,11.583840487939831, CO
1308,2445,9.319194776888265,8.517193191416238,164,publishing,21,11.0,0.0,Dynamite Entertainment,1.0,1,7,4,10.642181548052044, NJ
1310,2448,9.055205875026193,9.903487552536127,181,music,30,23.0,0.0,Cat Harris-White,1.0,0,7,4,13.436372336049693, WA
1311,2450,14.305210803985313,11.512925464970229,"6,034",design,32,8.0,0.0,"Kodama, Inc.",1.0,1,6,0,14.151849928616338, CA
1312,2452,12.159557391788704,9.210340371976184,"2,610",art,30,55.0,0.0,Baby Tattoo,1.0,1,7,2,15.194750847520005, CA
1313,2453,12.787913893638502,12.657654506155406,"7,207",games,46,15.0,0.0,Neil deGrasse Tyson's Space Odyssey,1.0,1,6,1,15.194750847520005, CA
1314,2454,11.08526075912615,9.740968623038354,"1,885",film_Video,43,14.0,0.0,Tara Avery,1.0,1,7,3,11.140556584351254, CA
1315,2457,10.43009006411325,9.287301413112312,"1,165",food,30,22.0,0.0,Justin P. Moore,1.0,1,7,1,15.047007280023905, Germany
1316,2458,10.109146210133382,9.926623979287422,873,film_Video,60,21.0,0.0,Hope Nicholson,1.0,1,7,5,13.356744351705224, Canada
1317,2459,9.90817654202226,9.615805480084347,44,art,29,14.0,0.0,LAND (Los Angeles Nomadic Division),1.0,1,7,2,15.194750847520005, CA
1319,2463,10.303135775322728,10.126631103850338,640,food,30,14.0,0.0,Ilana Kruger + Kara Cohen,1.0,1,7,1,14.648708334886981, NY
1320,2466,10.922389022893778,10.126631103850338,"1,365",comics,19,8.0,0.0,Lucy Bellwood,1.0,1,7,2,13.357133477695209, OR
1321,2467,9.280985211545515,9.210340371976184,82,journalism,28,10.0,0.0,Elisa Da Prato,1.0,1,7,1,14.648708334886981, NY
1323,2472,10.500371599375363,9.210340371976184,445,food,30,12.0,0.0,Dachi Tea Co.,1.0,1,7,6,12.096296841260047, RI
1324,2473,9.539693038785506,9.287301413112312,68,design,30,10.0,0.0,walter mason,1.0,1,7,5,15.047007280023905, Germany
