,idx,collected,goal_amount,num_backers,category,duration,pledge_types,donate,creator,project_we_love,success,start_month,start_day,population,country
217,233,9.782618510055139,9.615805480084347,180,film_Video,30,10.0,0.0,Alden Peters,1.0,1,5,0,15.9166075437284, NY
218,235,9.28868933838716,8.895629627136483,306,comics,30,8.0,0.0,Catuallie,1.0,1,5,2,12.926200063971773, MN
219,236,12.55182313431068,12.493879710170106,"1,352",technology,35,11.0,0.0,Scott Whittle,1.0,1,5,3,8.58260632996447, NJ
220,237,8.520376120518726,8.501063809486354,41,theater,24,6.0,0.0,Gemma Lawrence,1.0,1,5,1,15.837971611150978, UK
221,238,10.25234703516517,10.126631103850338,279,film_Video,32,10.0,0.0,Hamilcar Publications,1.0,1,5,0,13.410750701107972, MA
222,239,14.346723344034917,10.126631103850338,"15,576",design,31,6.0,0.0,Misen,1.0,1,5,3,14.648708334886981, NY
223,240,13.583773941794542,11.289781913656018,"11,370",design,29,10.0,0.0,Brink Literacy Project,1.0,1,6,1,13.433583737933631, CO
224,242,11.527053196934787,11.354164172585287,852,publishing,42,10.0,0.0,Wiegertje,1.0,1,5,5,15.9166075437284, Netherlands
225,243,13.486416038931946,11.512925464970229,873,design,42,5.0,0.0,Jadelabo,1.0,1,4,2,10.015699543143056, DE
226,244,14.679976485803596,10.819778284410283,"18,581",games,30,5.0,0.0,Wyrmwood Gaming,1.0,1,4,1,11.076294714343865, MA
227,245,12.795541228548037,10.819778284410283,"5,158",games,31,11.0,0.0,Tanya DePass,1.0,1,5,2,14.816343153421665, IL
228,246,11.011984163278214,11.002099841204238,401,food,30,9.0,0.0,Hector Castillo Carvajal,1.0,1,4,3,14.141288672902773, NY
229,247,11.231777386080426,10.017022912912939,489,design,60,5.0,0.0,Kana | Goods made Better™,1.0,1,4,2,14.28551418721001, Canada
230,251,11.033291613631048,10.714417768752456,171,food,60,14.0,0.0,David Yoshimura,1.0,1,4,5,14.151849928616338, CA
231,253,12.504676111854245,9.903487552536127,"2,943",comics,29,18.0,0.0,Jeff Smith and Cartoon Books,1.0,1,5,1,13.65311632657372, OH
232,254,11.566219756027946,11.512925464970229,681,games,31,14.0,0.0,Game Round.Inc,1.0,1,4,3,16.92079089713741, Liechtenstein
233,255,9.651873150696224,9.599676098154463,308,publishing,30,15.0,0.0,Mama Xanadu,1.0,1,4,1,15.837971611150978, UK
234,258,14.405382824264818,10.126631103850338,"5,877",technology,46,3.0,0.0,Nimble,1.0,1,4,0,15.9166075437284, NY
235,260,14.11425125777279,9.903487552536127,"15,530",games,33,6.0,0.0,Ghostfire Gaming,1.0,1,4,0,15.261576235762831, AU
236,262,13.198889138634717,10.819778284410283,"6,721",games,24,2.0,0.0,GreaterThanGames,1.0,1,3,1,12.87291948429548, MO
237,263,11.81699817402192,9.287301413112312,"2,848",design,30,15.0,0.0,Project SOAPBOTTLE,1.0,1,3,1,15.9166075437284, Netherlands
238,264,10.644209873708961,10.545341438708522,321,art,30,8.0,0.0,Zander Masser,1.0,1,3,1,11.287855058462304, NY
239,265,9.679730312953788,9.611557804804775,149,food,45,8.0,0.0,Thea Bryson,1.0,1,3,2,14.28551418721001, Canada
240,266,15.690234462459877,14.508657738524219,"36,581",film_Video,30,33.0,0.0,Joel Hodgson,1.0,1,4,3,12.926200063971773, MN
241,268,12.71832266436368,11.2891567182621,"4,945",film_Video,30,12.0,0.0,Unbound,1.0,1,3,0,15.837971611150978, UK
243,271,13.310368750666582,11.225243392518447,"2,348",art,40,7.0,0.0,Kevin Kelly,1.0,1,3,3,10.577961467830452, CA
244,274,13.730871637200742,10.596634733096073,"5,106",technology,30,6.0,0.0,"Tidbyt, Inc.",1.0,1,3,1,14.648708334886981, NY
245,276,11.848354300294725,9.903487552536127,"1,470",games,30,18.0,0.0,Nicholas Kahn,1.0,1,3,0,13.751185347407716, NY
246,277,14.51225725249396,11.512925464970229,"22,792",games,21,3.0,0.0,Patrick Leder,1.0,1,2,1,14.836582117509636, MN
247,278,13.178337201005336,10.968198289528557,"4,652",film_Video,30,20.0,0.0,Jim Demonakos,1.0,1,3,0,13.436372336049693, WA
248,279,10.74693916845641,10.673595774232203,344,art,35,27.0,0.0,E-WERK,1.0,1,3,0,9.98118906019998, Germany
249,282,13.02889849399289,10.308952660644293,"5,620",fashion,30,26.0,0.0,don hertzfeldt,1.0,1,2,2,13.744905673596723, TX
250,283,11.843598892377445,8.961879012677683,"1,741",games,24,4.0,0.0,Oink Games | オインクゲームズ,1.0,1,2,1,15.936165897399452, Japan
251,284,10.700994748420316,10.126631103850338,757,food,30,8.0,0.0,Mark Davis,1.0,1,1,4,12.339685284854093, VA
252,287,10.336405687425593,10.308952660644293,93,design,30,9.0,0.0,Harry Allen,1.0,1,1,1,15.9166075437284, NY
253,289,9.737196812814702,8.987196820661973,435,publishing,25,10.0,0.0,PM Press,1.0,1,1,0,12.94626322746207, CA
254,294,14.473899095512744,10.308952660644293,"30,382",technology,37,11.0,0.0,Human Things,1.0,1,12,1,15.194750847520005, CA
255,295,9.94030345336783,9.87508807801443,176,journalism,60,13.0,0.0,Mina Kim,1.0,1,11,5,15.9166075437284, Netherlands
256,296,11.069883092506698,10.915088464214607,769,publishing,60,7.0,0.0,Cetonia Weston,1.0,1,11,6,13.304943234169308, WI
257,297,10.547805768173902,10.54006438160768,305,film_Video,30,13.0,0.0,Sisyfos Film Production,1.0,1,12,1,14.230937217984762, Sweden
258,298,11.51974217829715,10.308952660644293,715,technology,53,10.0,0.0,YOLK,1.0,1,11,0,15.9166075437284, NY
259,299,10.120241131392577,8.91841062424483,"1,071",games,31,18.0,0.0,PlayWay,1.0,1,11,4,11.698068038950884, Poland
261,301,10.829292876778869,10.308952660644293,387,fashion,30,9.0,0.0,ODDLI,1.0,1,11,2,15.194750847520005, CA
262,302,10.856168071193151,10.819778284410283,491,food,33,16.0,0.0,Katsutoshi Machida,1.0,1,11,2,14.648708334886981, NY
263,303,15.325210041154037,10.896739325546411,"22,925",crafts,57,9.0,0.0,Bird Buddy,1.0,1,11,2,12.514365841886065, Slovenia
265,305,14.736504213735289,10.819778284410283,"8,051",technology,43,12.0,0.0,Looking Glass,1.0,1,12,2,14.648708334886981, NY
267,307,12.014464097824456,10.691944912900398,591,design,49,7.0,0.0,Transparent,1.0,1,11,2,14.230937217984762, Sweden
271,312,10.318206709545473,9.417354541360508,625,crafts,31,15.0,0.0,Daniel Becerra,1.0,1,10,1,12.523689663065143, UK
272,314,10.18840330224294,10.819778284410283,225,fashion,30,9.0,0.0,TrueContour,1.0,0,10,1,14.648708334886981, NY
274,316,11.815109375620835,9.903487552536127,700,design,59,19.0,0.0,Felix Böck,1.0,1,9,2,10.486205839326685, CA
275,319,10.824447367258546,10.46310334047155,729,art,60,29.0,0.0,Museum of the Moving Image,1.0,1,10,1,15.9166075437284, NY
277,322,12.92460244447417,12.897217823419446,567,film_Video,41,21.0,0.0,The Garage Learning,1.0,1,10,1,15.9166075437284, NY
278,323,12.889217468883604,11.225243392518447,"1,269",design,30,13.0,0.0,Max Gunawan,1.0,1,10,1,14.151849928616338, CA
280,325,14.508906207653208,11.512925464970229,"14,169",design,59,5.0,0.0,Peak Design,1.0,1,10,0,14.151849928616338, CA
283,330,9.476681334273712,9.400630098419315,174,technology,48,9.0,0.0,Solomon,1.0,1,10,1,13.406106703167456, Greece
285,333,12.23967665294395,10.819778284410283,456,photography,38,32.0,0.0,Argineering,1.0,1,9,1,12.549463748640038, DE
286,335,14.767052982996104,11.512925464970229,"5,747",technology,36,23.0,0.0,Milo,1.0,1,10,1,14.151849928616338, CA
287,337,14.807284439430644,12.283033686666302,"18,976",games,22,8.0,0.0,Glass Cannon Unplugged,1.0,1,10,1,10.39074767827941, Poland
291,344,8.955190024526887,6.907755278982137,192,design,23,4.0,0.0,Nicholas Baker,1.0,1,9,1,14.648708334886981, NY
292,347,10.382822756888736,10.017022912912939,240,technology,42,23.0,0.0,Prosthesis: Mech Racing,1.0,1,8,4,13.304684934198283, Canada
293,349,12.463783793329634,11.512925464970229,"1,766",art,21,34.0,0.0,Wide Awakes,1.0,1,9,2,13.30755248550697, DC
294,350,12.084033816819534,11.589886506106357,"2,659",games,38,13.0,0.0,Twin Drums,1.0,1,9,1,15.047007280023905, Germany
296,352,15.254727485486947,10.126631103850338,"36,728",design,30,2.0,0.0,Misen,1.0,1,9,1,14.648708334886981, NY
297,353,9.060214913398545,8.987196820661973,253,film_Video,32,11.0,0.0,Hannah Fields,1.0,1,8,0,12.425376835921663, TX
300,356,12.768025699929083,10.596634733096073,"1,745",design,37,8.0,0.0,Wolf and Grizzly,1.0,1,8,2,11.660767717014435, DE
304,363,13.703985525097838,9.210340371976184,"9,690",games,33,11.0,0.0,James Rallison,1.0,1,8,5,15.194750847520005, CA
305,364,10.502448661245595,10.017022912912939,337,crafts,30,6.0,0.0,Kinbona Limited,1.0,1,8,1,13.161486008824678, CA
307,368,11.414616031899095,10.673595774232203,278,food,30,9.0,0.0,CUPPLE,1.0,1,8,0,13.834353901765722, Belgium
308,370,10.367693155666892,10.819778284410283,379,film_Video,30,9.0,0.0,American Issues Initiative,1.0,0,8,0,15.9166075437284, NY
309,371,6.583409222158765,8.517193191416238,11,art,45,6.0,0.0,The Bass Museum of Art,1.0,0,7,1,11.432929422874503, FL
310,372,10.126791091051704,10.126631103850338,377,film_Video,30,20.0,0.0,Sharp Film,1.0,1,7,3,14.648708334886981, NY
311,373,9.595165942676578,8.724207360800564,497,comics,21,6.0,0.0,Hari Conner,1.0,1,8,1,15.837971611150978, UK
312,374,8.483429561263428,9.472704636443673,192,games,31,11.0,0.0,Klabater,1.0,0,8,1,14.347396253405902, Poland
313,375,10.673294803018983,10.308952660644293,"1,109",comics,30,13.0,0.0,Beehive Books,1.0,1,8,1,14.264955549209741, PA
314,376,10.022453887817287,9.980448593672257,282,film_Video,23,8.0,0.0,Tamara Shogaolu,1.0,1,8,5,15.9166075437284, Netherlands
315,377,10.512083962693172,9.903487552536127,134,technology,30,11.0,0.0,"Good Luck Yogi, LLC",1.0,1,7,3,15.194750847520005, CA
319,381,11.152428942378648,10.126631103850338,600,design,30,9.0,0.0,Crave,1.0,1,8,2,14.151849928616338, CA
320,382,12.57767068412676,11.512925464970229,711,design,30,12.0,0.0,"STACKER, LLC",1.0,1,7,1,9.965052908194282, MN
321,384,10.764418628305801,10.005141206262628,405,fashion,30,7.0,0.0,Sampla Footwear,1.0,1,7,2,11.235022091481989, Ireland
323,386,11.886275769045614,11.496796083040344,"3,650",games,30,16.0,0.0,Jaw Drop Games,1.0,1,7,2,15.837971611150978, UK
324,387,10.518646164234097,12.206072645530174,373,film_Video,60,13.0,0.0,Terrence Terrell,1.0,0,6,0,15.194750847520005, CA
325,390,12.46887143096437,12.206072645530174,"2,905",film_Video,30,8.0,0.0,Philip Shane,1.0,1,7,1,15.9166075437284, NY
327,393,10.152376820268753,10.126631103850338,351,art,30,16.0,0.0,Tupelo Press,1.0,1,7,1,9.492733482494353, MA
328,394,12.584307006040078,11.728036844587175,"1,011",design,60,9.0,0.0,Scott Thrift,1.0,1,7,0,14.648708334886981, NY
332,403,14.90287280151644,11.002099841204238,"24,943",technology,55,17.0,0.0,Lumos Helmet,1.0,1,5,0,13.410750701107972, MA
335,407,10.223431082444048,10.203592144986466,111,journalism,60,27.0,0.0,BEVERLY'S,1.0,1,5,5,15.9166075437284, NY
337,411,12.98493640685946,10.819778284410283,665,design,45,3.0,0.0,Segway Ninebot,1.0,1,5,1,13.436372336049693, WA
339,414,9.663197842386948,9.615805480084347,268,fashion,30,6.0,0.0,Raelene Clarke,1.0,1,5,3,13.410750701107972, MA
340,415,9.025816391627028,8.648221453822641,119,film_Video,60,6.0,0.0,Sophia Mobley,1.0,1,5,2,12.157837827127732, AL
343,419,12.328290278254423,11.156250521031495,"1,815",design,38,11.0,0.0,Flyte,1.0,1,4,4,15.9166075437284, NY
344,420,11.275327956685867,11.225243392518447,908,food,30,32.0,0.0,Luck Sarabhayavanija,1.0,1,4,3,12.484802264083928, NJ
345,422,14.526150838168267,11.512925464970229,"3,019",technology,45,21.0,0.0,EcoFlow,1.0,1,5,1,14.151849928616338, CA
346,424,15.042821497013842,10.700994748420316,"62,284",games,30,2.0,0.0,Magic Puzzle Company,1.0,1,5,0,15.194750847520005, CA
347,425,15.67052068814386,9.903487552536127,"55,236",design,45,8.0,0.0,tevaplanter,1.0,1,5,1,10.150152298891683, NY
348,427,14.004533775050955,9.210340371976184,"14,992",design,30,12.0,0.0,Remaker Labs,1.0,1,4,1,12.144197241812087, CA
349,429,12.223278374390816,11.233211562167625,613,technology,42,5.0,0.0,Joué,1.0,1,4,1,12.353820010683796, France
350,431,15.299724192242317,10.308952660644293,"26,199",design,51,20.0,0.0,Paul Francis,1.0,1,4,1,13.071865556017904, MO
355,440,14.578351697525209,10.819778284410283,"6,748",technology,30,12.0,0.0,Sammy Saldjoghi at Mendi,1.0,1,4,2,14.230937217984762, Sweden
358,446,14.624854628026727,9.210340371976184,"26,644",food,37,8.0,0.0,Prepd,1.0,1,4,1,15.194750847520005, CA
359,447,12.128381337814302,11.156250521031495,571,design,21,2.0,0.0,Kammok,1.0,1,4,1,13.744905673596723, TX
360,448,11.621775385567323,10.941234565432962,338,technology,39,12.0,0.0,Mick Lin,1.0,1,4,3,15.837971611150978, UK
362,454,11.47208222022419,11.302204433654575,503,technology,30,7.0,0.0,QUBS,1.0,1,4,1,12.741776230562067, Switzerland
366,459,15.053127980961433,11.512925464970229,"23,761",games,30,18.0,0.0,Todd McFarlane Production,1.0,1,4,3,12.077250148633386, AZ
368,461,9.361944956108077,9.210340371976184,95,design,30,5.0,0.0,Chen Bikovski,1.0,1,4,2,12.978243553240834, Israel
369,462,10.502239709408618,8.501063809486354,509,design,30,6.0,0.0,Gomi,1.0,1,3,1,11.842236406331555, UK
370,464,11.543658335005926,9.210340371976184,320,design,23,9.0,0.0,Gravel,1.0,1,3,1,11.654980428535628, UT
371,465,10.712326695092147,10.645424897265505,180,film_Video,34,13.0,0.0,Something's Awry Productions,1.0,1,3,4,14.264955549209741, PA
372,466,12.585251955935611,9.210340371976184,876,technology,21,2.0,0.0,Critter & Guitari,1.0,1,3,1,14.648708334886981, NY
374,468,16.378119332242978,13.122363377404328,"83,193",games,31,6.0,0.0,Isaac Childres,1.0,1,3,1,11.757102258612253, IN
381,475,14.01101047002898,11.506174659472537,"25,589",games,30,16.0,0.0,Sabotage Studio,1.0,1,3,3,13.177977822159425, Canada
383,478,11.300369566129087,8.76349842795174,630,design,30,15.0,0.0,DeskX,1.0,1,3,1,15.7632387676311, Hong Kong
384,480,9.196583174191355,9.060679597421776,241,art,36,11.0,0.0,Silver Lining Press,1.0,1,3,6,15.837971611150978, UK
386,482,9.205398179436864,9.1942109900463,70,photography,30,4.0,0.0,GB Limited Editions,1.0,1,3,0,15.837971611150978, UK
388,484,9.77133121409114,9.692766521220475,109,fashion,29,19.0,0.0,OFundamentO,1.0,1,3,6,14.132320028936782, Portugal
389,485,10.624225580767186,10.308952660644293,234,design,30,6.0,0.0,Prompt: The Anti-Watch,1.0,1,2,1,14.836582117509636, MN
390,486,11.740184057875112,9.287301413112312,621,technology,30,7.0,0.0,LoCoMoGo,1.0,1,2,1,15.9166075437284, Netherlands
391,487,11.932977005273314,9.903487552536127,"1,280",technology,30,9.0,0.0,Electrosmith,1.0,1,2,1,14.148353359002385, CA
392,488,14.68537486982333,9.210340371976184,"16,652",design,58,10.0,0.0,Elyasaf Shweka,1.0,1,2,1,12.978243553240834, Israel
395,491,13.324384615019186,9.30446803470088,"11,782",crafts,38,5.0,0.0,Rocketbook,1.0,1,2,1,13.410750701107972, MA
399,495,13.177434725948979,9.798127036878302,"2,006",photography,60,9.0,0.0,Larry Tiefenbrunn,1.0,1,1,3,10.789215978827643, NJ
400,496,13.71375243478103,10.126631103850338,"1,678",technology,44,4.0,0.0,Jianbo,1.0,1,2,1,14.151849928616338, CA
402,498,13.428697415394893,10.819778284410283,"8,713",games,22,6.0,0.0,Druid City Games,1.0,1,2,1,15.194750847520005, CA
403,499,14.535464699669351,12.611537753638338,"35,092",games,35,22.0,0.0,Owlcat Games,1.0,1,2,1,16.155509155169725, Russia
404,500,10.609871736128069,10.308952660644293,393,film_Video,30,34.0,0.0,Han Allred,1.0,1,2,1,12.00432359107012, OR
407,503,12.403085258359074,11.579836170252856,695,technology,45,6.0,0.0,coturn,1.0,1,2,1,13.778218783212537, Germany
408,504,14.601529493239605,9.903487552536127,"21,993",design,29,6.0,0.0,Misen,1.0,1,2,1,14.648708334886981, NY
409,505,7.87359778968554,10.308952660644293,60,theater,30,8.0,0.0,The Dream Ring Inc.,1.0,0,1,4,14.648708334886981, NY
411,507,9.93037288131751,9.903487552536127,149,fashion,30,11.0,0.0,ATMPT,1.0,1,1,2,14.648708334886981, NY
412,508,10.2373492417846,11.083080570336517,377,design,45,9.0,0.0,Mathijs ter Kuile,1.0,0,1,3,15.9166075437284, Netherlands
414,510,12.765249542881499,9.545847857660545,"5,007",design,21,11.0,0.0,Knog,1.0,1,1,2,15.261576235762831, AU
415,511,10.76246225815015,10.110501721920453,238,journalism,26,23.0,0.0,Kite Festival team,1.0,1,1,3,10.562974531603437, UK
419,515,12.31749326163037,9.903487552536127,"2,401",design,21,14.0,0.0,Jollylook,1.0,1,1,1,13.51268506722517, Ukraine
421,517,11.813570652013716,8.517193191416238,"2,554",games,31,5.0,0.0,Forbidden Games,1.0,1,1,0,10.843826787167423, IL
424,521,9.92299601892417,8.280660402983012,200,crafts,34,8.0,0.0,Michelle Chow,1.0,1,12,1,15.081840787817118, Singapore
425,522,12.4089305677216,8.945819984745695,"2,140",design,48,64.0,0.0,Think & Do,1.0,1,12,1,15.07718994252617, China
426,523,12.030140632057888,9.210340371976184,"1,499",design,31,7.0,0.0,Tuft and Paw,1.0,1,1,1,13.304684934198283, Canada
428,525,14.025251899540612,12.206072645530174,"4,947",design,60,6.0,0.0,Fellow,1.0,1,12,3,14.151849928616338, CA
429,526,10.385080021031843,10.126631103850338,495,film_Video,30,9.0,0.0,Inhabit Films,1.0,1,1,0,15.9166075437284, NY
433,531,9.393994374003915,6.684611727667927,150,technology,32,7.0,0.0,JJ Chuan,1.0,1,1,2,15.9166075437284, NY
434,532,11.609113750036347,11.477072355070556,161,film_Video,45,7.0,0.0,Carlos Chablé,1.0,1,12,3,11.926643093830354, Mexico
435,533,11.304536908848991,8.91841062424483,"1,679",technology,45,20.0,0.0,Flash Forest,1.0,1,12,3,14.77102200299171, Canada
437,536,14.181667109060998,10.819778284410283,"12,377",technology,48,7.0,0.0,Artiphon,1.0,1,11,0,13.182238541977242, TN
440,539,9.589393056132515,9.392661928770137,783,design,25,6.0,0.0,Ethan Moses,1.0,1,12,1,13.234121186674235, NM
441,540,9.386694156990346,9.287301413112312,431,games,35,10.0,0.0,edU Verz,1.0,1,12,1,12.779478624477571, Spain
443,542,11.830433294319251,8.85366542803745,"1,372",crafts,60,13.0,0.0,GeeekClub,1.0,1,11,2,14.151849928616338, CA
444,543,12.828239266173018,12.611537753638338,"1,555",theater,30,13.0,0.0,Hal Hartley,1.0,1,12,4,15.9166075437284, NY
445,544,10.34306419027306,10.341742483467284,270,film_Video,26,28.0,0.0,Rooftop Films,1.0,1,12,4,14.648708334886981, NY
446,545,11.826909293670399,10.673595774232203,496,design,30,13.0,0.0,TONE Factory,1.0,1,12,1,14.341107348903938, Austria
447,546,11.108035191612906,10.819778284410283,347,design,35,36.0,0.0,Thornwillow,1.0,1,12,2,10.250263664295613, NY
449,548,13.161291740135082,9.210340371976184,612,technology,30,12.0,0.0,INNFOS,1.0,1,11,1,16.27651890461461, China
454,553,10.355963464913646,10.308952660644293,303,film_Video,32,30.0,0.0,Hannah Jayanti + Sara Archambault,1.0,1,11,0,8.712595487748722, NM
455,554,10.349966636734907,9.581903928408666,746,design,35,11.0,0.0,Unocup,1.0,1,11,5,15.9166075437284, NY
459,559,14.42821257487614,11.982929094215963,"10,565",games,30,3.0,0.0,Larian Studios LLC,1.0,1,11,2,13.839253451421483, Ireland
460,561,12.990955442931607,10.819778284410283,482,design,30,4.0,0.0,Enova Design,1.0,1,11,1,15.261576235762831, AU
462,564,9.515174503245529,10.203555107263542,75,crafts,33,13.0,0.0,Roberto H.,1.0,0,11,4,16.324637595040688, Mexico
464,567,13.428133372592214,9.903487552536127,"3,753",crafts,40,16.0,0.0,Wonder Tech Lab,1.0,1,10,1,15.7632387676311, Hong Kong
466,569,13.559414302520967,9.95131296576871,"6,944",technology,30,10.0,0.0,Pokit Innovations,1.0,1,10,1,15.347493827460918, AU
467,570,9.212936997823448,9.210340371976184,168,film_Video,38,19.0,0.0,The Immigrant Artist Biennial (TIAB),1.0,1,11,1,15.9166075437284, NY
468,571,9.82063189221837,9.817929664174482,174,fashion,40,13.0,0.0,Uzza,1.0,1,10,1,14.29888502284722, Spain
469,572,12.088330234048618,11.522875795823397,202,music,30,3.0,0.0,Superlative Instruments,1.0,1,10,1,11.973093381793852, MA
471,574,10.882714209576651,10.515966830028619,190,technology,30,12.0,0.0,Robotical,1.0,1,10,1,13.049771178961905, UK
472,575,11.25446556852845,11.082142548877775,509,art,31,18.0,0.0,LetterformArchive,1.0,1,10,1,14.151849928616338, CA
473,576,12.67956704992467,9.210340371976184,"3,061",design,30,9.0,0.0,Craighill,1.0,1,10,1,14.648708334886981, NY
475,578,10.15603455421958,10.126631103850338,178,technology,33,11.0,0.0,Elissa Moorhead,1.0,1,10,2,13.340452576975746, MD
476,579,9.481174054073463,9.381727363717358,145,design,30,7.0,0.0,Blast Studio,1.0,1,10,6,15.837971611150978, UK
477,580,13.1130887406185,12.283028686653802,387,design,30,11.0,0.0,PHONOCUT,1.0,1,10,2,14.341107348903938, Austria
478,581,12.395034506623219,10.068907071254726,"7,034",games,31,9.0,0.0,Might and Delight,1.0,1,10,3,14.230937217984762, Sweden
481,584,10.854604741562328,10.308952660644293,"1,833",games,30,14.0,0.0,Fervir,1.0,1,10,0,14.816343153421665, IL
485,588,14.31098210892667,9.210340371976184,"10,308",food,31,5.0,0.0,Prepd,1.0,1,10,1,15.194750847520005, CA
486,589,9.44594199821242,9.366061246972958,47,art,45,11.0,0.0,Jonathan Casciani,1.0,1,10,3,15.837971611150978, UK
488,591,13.160040133885069,12.076814759881632,"6,892",design,44,11.0,1.0,Zero Co,1.0,1,10,2,8.760139370026627, AU
489,592,12.29308485585279,10.819778284410283,720,crafts,37,19.0,0.0,Mark Pavlyukovskyy,1.0,1,10,2,14.151849928616338, CA
493,596,9.120664648766315,8.8527006771006,120,design,30,11.0,0.0,Over All 1516,1.0,1,10,1,4.204692619390966, AU
494,597,12.416240373801925,10.126631103850338,942,design,40,15.0,0.0,Ludvig Scheja,1.0,1,9,2,14.230937217984762, Sweden
498,601,10.600552050380118,12.206072645530174,43,technology,28,3.0,0.0,Karmic,1.0,0,9,1,11.110251458112545, CA
499,602,14.384964082012617,13.017002861746503,"3,345",technology,35,12.0,0.0,Tilt Five,1.0,1,9,1,12.431262102551305, CA
500,603,12.408845238638783,10.83533323642689,724,design,30,7.0,0.0,Calvin Chu,1.0,1,9,0,12.36179352052695, Canada
501,604,9.266647923935805,9.1942109900463,282,journalism,30,16.0,0.0,Ian Nesbitt,1.0,1,10,1,13.669304899370122, UK
504,607,11.347802913694833,11.02679245379461,705,design,28,11.0,0.0,Granby Workshop,1.0,1,9,2,13.669469241521591, UK
505,609,13.065860748490435,10.308952660644293,"3,024",design,40,5.0,0.0,EVEBOT,1.0,1,9,1,16.153306508452264, China
506,610,12.949996111851739,10.819778284410283,"3,659",food,45,7.0,0.0,Move,1.0,1,9,1,14.151849928616338, CA
508,612,13.348802293036334,10.596634733096073,"8,925",games,22,5.0,0.0,Lucky Duck Games,1.0,1,9,1,13.534539251203935, Poland
509,614,13.23177726703125,11.512925464970229,"3,512",design,31,3.0,0.0,Rafael Atijas,1.0,1,9,1,15.9166075437284, NY
510,616,12.011571214296847,10.819778284410283,"1,179",technology,35,6.0,0.0,rhythmo,1.0,1,9,1,13.744905673596723, TX
511,617,8.643297068211963,9.210340371976184,121,games,30,6.0,0.0,12 East Games,1.0,0,9,0,13.357133477695209, OR
512,618,14.001526116856867,10.126631103850338,"11,953",design,23,24.0,0.0,Misen,1.0,1,9,2,14.648708334886981, NY
514,620,11.127498250598572,10.126631103850338,149,crafts,26,16.0,0.0,April Wagner,1.0,1,9,1,11.000715550182045, MI
516,622,9.815966955006633,9.615805480084347,217,food,30,9.0,0.0,Waris Ahluwalia,1.0,1,9,0,15.9166075437284, NY
517,623,10.45498475951116,9.210340371976184,321,technology,30,11.0,0.0,Ken Burns,1.0,1,9,1,12.193706498942605, OH
518,624,11.028610799601394,11.02679245379461,475,technology,32,15.0,0.0,Technology Will Save Us,1.0,1,8,3,15.837971611150978, UK
519,625,9.227197489042606,8.517193191416238,174,journalism,30,6.0,0.0,Kettle Ridge Farm,1.0,1,8,2,12.253919507787362, NY
520,626,10.64680489700865,10.308952660644293,620,crafts,30,16.0,0.0,Shining Mountain Adams,1.0,1,8,1,12.541791026645143, KS
521,627,13.452619189175149,10.819778284410283,"2,160",design,30,8.0,0.0,Ooni,1.0,1,8,1,13.049771178961905, UK
523,629,12.138072138629425,11.407564949312402,"1,068",design,29,14.0,0.0,Kammok,1.0,1,8,1,13.744905673596723, TX
524,631,13.794852645015574,11.156250521031495,929,design,59,17.0,0.0,Oru Kayak,1.0,1,8,0,9.366831168735615, CA
531,638,12.343619092027508,9.210340371976184,"1,970",crafts,45,8.0,0.0,Alfoto,1.0,1,8,1,11.375122103323024, CA
532,639,10.16250005226458,8.517193191416238,184,design,30,20.0,0.0,Phillip David Stearns,1.0,1,8,3,15.9166075437284, NY
533,641,12.662797880809196,9.615805480084347,"2,645",design,30,9.0,0.0,Letterfolk,1.0,1,8,2,12.168744540264175, UT
534,642,10.253580885109306,9.734358589528156,238,food,28,11.0,0.0,Three Gems Tea,1.0,1,8,3,15.194750847520005, CA
535,643,9.633493913262006,9.213962404489596,103,technology,45,8.0,0.0,MarkDing,1.0,1,8,3,15.7632387676311, Hong Kong
537,645,8.348537825386098,8.294049640102028,68,film_Video,30,12.0,0.0,Christopher Campa,1.0,1,8,1,12.996806957126934, FL
538,646,7.445417556701687,7.426549072397305,32,photography,30,8.0,0.0,Chuya Lee,1.0,1,8,6,14.648708334886981, NY
539,647,10.622697138798666,10.16277015046621,443,publishing,30,5.0,0.0,Kronecker Wallis,1.0,1,8,1,14.29888502284722, Spain
541,649,14.465882274724665,9.903487552536127,"10,949",crafts,58,10.0,0.0,Woojer,1.0,1,8,1,13.842062903593279, CA
542,650,12.716324104495097,10.308952660644293,676,technology,45,17.0,0.0,Mirobot,1.0,1,7,3,16.27651890461461, China
543,651,11.9449091598392,11.512925464970229,"1,451",film_Video,30,10.0,0.0,Robert J Woodhead,1.0,1,8,6,11.660767717014435, NC
545,653,11.403342268554121,10.017022912912939,"1,376",technology,45,8.0,0.0,DFRobot,1.0,1,7,2,16.92079089713741, China
548,656,8.688453800850768,8.294049640102028,44,crafts,25,4.0,0.0,Phillip March Jones,1.0,1,7,2,13.79971953341922, AL
549,657,8.469971596398741,8.268731832117737,146,film_Video,60,18.0,0.0,Yining Xu,1.0,1,6,6,15.936165897399452, Japan
550,659,13.014613342451193,9.903487552536127,908,design,60,17.0,0.0,Boaz innovative stringed instruments,1.0,1,7,1,12.549463748640038, DE
551,662,10.347564213938401,9.615805480084347,190,art,30,11.0,0.0,Bronx Museum of the Arts,1.0,1,8,3,14.141288672902773, NY
553,671,11.567517811495994,11.512925464970229,163,technology,60,2.0,0.0,Zoetic AI,1.0,1,7,1,12.431262102551305, CA
