index,page_name,likes_at_posting,followers_at_posting,type,likes,comments,shares,post_views,entities_identified,post_sponsored,post_age,page_age,positive_reactions,negative_reactions,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,topic_10
2185,GoFundMe,1670704,1731948,link,37,52,7,52,"ORG,PERSON",0,639,4545,6,0,9.859174138521406e-05,0.3989188075065613,9.420626048364644e-05,9.103049625418762e-05,0.47619208693504333,6.22905683220792e-05,0.0902458131313324,2.6668344460602155e-05,2.0063988065945564e-05,7.796703339451894e-05,4.830672481848874e-05
2186,Indiegogo,579552,587859,photo,0,5,0,5,"ORG,WORK_OF_ART,DATE,PERSON",0,639,5303,1,0,0.17871950566768646,0.10608851164579391,0.3795885741710663,3.084715065766596e-05,7.400535130723522e-05,6.318930369373541e-05,5.2842321758285746e-05,0.3078988492488861,8.786126382327572e-05,9.766159356467977e-05,8.624747716135451e-05
2187,GoFundMe,1670704,1731948,link,35,21,4,44,PERSON,0,639,4545,9,0,4.358317408718199e-05,9.337435646196866e-05,8.292732716348845e-05,6.959315028742267e-05,0.08548486977815628,0.7063997983932495,9.299169421242704e-05,0.15615487098693848,8.274706559545291e-05,1.7985718991483997e-05,9.826307809957137e-05
2188,Kickstarter,1613644,1607433,video,27,2,11,5928,"ORG,PERSON,GPE",0,639,4839,11,0,4.119112682430741e-05,6.540319621763335e-05,0.22782300412654877,3.94616134510866e-05,4.701774516729359e-05,7.988511210808201e-05,2.3751146118395036e-05,0.6903219819068909,5.5725365565157904e-05,2.5971758297787544e-05,6.345887174306027e-05
2189,Indiegogo,579552,587859,photo,0,4,0,4,ORG,0,639,5303,0,0,1.1378300147628484e-05,3.065595773488334e-05,1.3064481539868387e-05,5.3710616898112704e-05,5.736779809383696e-05,3.20091571607268e-05,0.4260636270046234,2.0773786328791277e-05,0.5057419538497925,1.3226878372099771e-05,7.079032845707503e-05
2190,Indiegogo,579552,587859,video,2,2,1,3,"CARDINAL,ORG,PRODUCT",0,639,5303,1,0,2.8116588354162495e-05,0.21109110116958618,8.10418962128017e-05,5.089830879290993e-05,8.381366664317208e-05,6.87342374424695e-05,1.6177746951418664e-05,0.7458353638648987,8.685183702042225e-05,4.308391943783232e-05,4.6634115436533705e-05
2191,Indiegogo,579552,587859,video,10,5,2,1131,"ORG,DATE,CARDINAL",0,639,5303,1,0,0.01818343997001648,0.4181818962097168,0.01818343997001648,0.01818343997001648,0.01818343997001648,0.01818390004336834,0.41816386580467224,0.018184011802077293,0.01818539761006832,0.01818343997001648,0.018183717504143715
2192,Indiegogo,579552,587859,video,1,2,2,2,"ORG,PERSON,PRODUCT",0,639,5303,0,0,8.913354825619122e-05,0.10954579710960388,7.066188606080691e-05,4.933166459362608e-05,8.315392519103588e-05,2.7943870922846617e-05,0.18032312393188477,1.2505914141872513e-05,0.6494967937469482,8.067165400337751e-05,8.317792316884818e-05
2193,Indiegogo,579552,587859,video,12,16,9,3547,CARDINAL,0,640,5303,1,0,5.9055843538229985e-05,3.270112505739711e-05,7.465594507882738e-05,9.821080821724477e-05,5.129014347703955e-05,1.3905948900942315e-05,6.47850830133749e-05,6.218789012352096e-05,0.9393590688705444,1.2798845459736585e-05,3.748531495359445e-05
2194,GoFundMe,1670563,1731777,link,79,38,7,114,"PERSON,DATE,ORDINAL",0,640,4545,32,3,3.527452694420874e-05,4.935681951660392e-05,1.2285171022308262e-05,3.800201640169995e-05,0.08343497663736343,0.5108213424682617,0.13160884380340576,0.16727839410305023,1.944705235553475e-05,3.70559020840101e-05,0.07474289834499359
2195,Indiegogo,579541,587816,video,11,4,0,2006,,0,640,5303,0,0,3.3839575764364367e-05,0.4317180812358856,7.386301700719782e-05,7.26869171787563e-05,2.9531381538157377e-05,7.329643397470904e-05,4.935069362786216e-05,7.755829201839683e-05,2.647149572718376e-05,0.5053171515464783,9.00548783895079e-05
2196,GoFundMe,1670563,1731777,link,179,50,23,247,PERSON,0,640,4545,68,0,2.53498024214502e-05,4.575431795431584e-05,8.317814186556305e-05,5.1216815304449366e-05,7.457510468373936e-05,7.08879398742553e-05,6.836247625628077e-05,9.430126777249111e-05,0.9393735527992249,1.1263448403872427e-05,9.716188346818984e-05
2197,Indiegogo,579541,587816,photo,2,0,0,2,"ORG,TIME,DATE",0,640,5303,0,0,4.037528141341494e-05,6.658951170183125e-05,4.1859073814797096e-05,6.793765722211746e-05,3.9362441836702716e-05,3.4368804147847534e-05,0.37470847368240356,3.7850262364031974e-05,8.97434216777663e-05,4.087960888107838e-05,0.5570994019508362
2198,Kickstarter,1613680,1607456,video,26,5,4,15152,,0,640,4839,0,0,7.480112054913124e-05,0.4977976679801941,9.740787664875998e-05,0.16325800120830536,6.266523952999414e-05,6.098112074765791e-05,5.795432799827982e-05,3.656582511483553e-05,7.220405717717868e-05,7.162475382064697e-05,0.2829795181751251
2200,Indiegogo,579541,587816,video,32,3,4,5272,TIME,0,640,5303,0,0,9.455029693828655e-05,3.818609056069336e-05,4.889565177403744e-05,6.855173985755908e-05,3.653299189743808e-05,5.163780256958106e-05,5.776795487165143e-05,5.398079107049862e-05,0.9621013402938843,4.272866872596491e-05,4.059976558828605e-05
2201,GoFundMe,1670115,1731289,link,107,84,18,189,"PERSON,DATE,ORDINAL",0,641,4545,78,4,7.399379627733546e-05,8.733309729479621e-05,8.590292369285332e-05,4.2454820268729856e-05,0.4080275595188141,2.144140428095866e-05,6.314533494890034e-05,8.474318557034839e-05,3.190577515355308e-05,0.5289997458457947,2.5075947302249636e-05
2202,Indiegogo,579566,587821,video,14,7,1,2374,ORG,0,641,5303,6,0,2.074758011911301e-05,4.538517139776401e-05,2.2534429655072383e-05,9.861265373964331e-05,9.034877784074289e-05,9.166815396531111e-05,3.5865578417074027e-05,9.373763948107789e-05,5.5327206478032365e-05,5.745637912273398e-05,0.9732542634010315
2203,Indiegogo,579566,587821,video,4,1,1,4,ORG,0,641,5303,0,0,7.203668287975831e-05,2.1663534705211016e-05,8.466101183080037e-05,6.827834940406841e-05,3.032456499793638e-05,9.726199170460443e-05,3.9434463977826824e-05,2.6524204627458646e-05,1.6095894504564956e-05,2.1133302355766362e-05,0.9747416377067566
2204,Indiegogo,579566,587821,video,21,7,8,5132,,0,641,5303,3,0,7.125542948496834e-05,4.7227227280934274e-05,9.304358561645807e-05,7.679169968067923e-05,9.151998591272435e-05,7.163314388614326e-05,2.1233150788714392e-05,6.875498442931367e-05,0.09529423713684082,4.942917072987162e-05,0.8743957281112671
2205,Kickstarter,1613769,1607520,link,21,4,7,21,"ORG,MONEY,DATE",0,641,4839,0,0,6.099572366965533e-05,5.869751281311382e-05,0.8179913759231567,1.273851533470976e-05,7.334609785625279e-05,0.15560230612754822,4.354079774291458e-05,6.219435973784976e-05,9.449684370570824e-05,5.5960225153818766e-05,2.6799100385940255e-05
2206,Indiegogo,579566,587821,video,10,2,1,3597,ORG,0,642,5303,2,0,9.111223281864805e-05,0.1285477876663208,9.37367337343322e-05,8.6173163164606e-05,3.120398997496246e-05,3.484041542697358e-05,4.914840079845005e-05,5.7859623631663084e-05,0.8399696350097656,2.005067667676402e-05,3.099719585498658e-05
2208,Indiegogo,579578,587809,video,10,1,0,1404,"ORG,DATE,CARDINAL",0,642,5303,0,0,2.6925197382837536e-05,0.29138505458831787,2.680639287844111e-05,0.0909544974565506,4.215545607289978e-05,5.877868381156487e-05,2.2179002267291463e-05,0.20714664459228516,0.17861919105052948,1.6659332415707446e-05,0.18990659713745117
2209,GoFundMe,1669839,1730997,link,151,49,4,184,"CARDINAL,MONEY,PERSON,GPE",0,642,4545,33,0,9.785745610674914e-05,9.536006140603738e-05,1.3713103278240637e-05,7.505554475402247e-05,2.1396750431552317e-05,0.23219963908195496,0.5010105967521667,0.1344471275806427,6.500843929347377e-05,0.08685605227947235,8.9280994815158e-05
2210,Indiegogo,579578,587809,video,11,4,1,4471,"ORG,PERSON",0,642,5303,0,0,9.276011198115993e-05,0.43220341205596924,8.591428908275892e-05,0.23783816397190094,7.750961246193718e-05,0.2739759087562561,5.6033348146225645e-05,3.686518894907948e-05,1.122412811632301e-05,6.026439310397461e-05,5.336335518912012e-05
2211,GoFundMe,1669839,1730997,link,273,100,23,388,"CARDINAL,PERSON,DATE,GPE",0,642,4545,115,0,5.3036586875507e-05,5.1450908006085756e-05,5.34033408605984e-05,9.92102720444274e-05,9.984476601011434e-05,0.1555923968553543,0.148570716381073,9.121003136864895e-05,0.6553933024406433,9.085990569137391e-05,3.6559278194068354e-05
2212,GoFundMe,1669405,1730543,link,25,16,0,26,"WORK_OF_ART,GPE,PERSON,ORDINAL",0,643,4545,1,0,8.155755707356003e-05,1.947573057199484e-05,0.23927529156208038,1.6425430338068246e-05,1.216959958936912e-05,0.09830277413129807,0.46778592467308044,1.5482682560168188e-05,7.553005102733278e-05,0.16431792080402374,5.412008397668388e-05
2214,Indiegogo,579571,587780,link,7,5,0,8,"CARDINAL,WORK_OF_ART,PERSON,ORG",0,643,5303,1,0,8.420905268227531e-05,2.744113103448102e-05,0.8131646513938904,2.004114653703135e-05,2.338400446322366e-05,6.0996974617284863e-05,0.16043177247047424,3.171935037818972e-05,9.121787473813576e-05,9.637797064426744e-05,3.220872271221153e-05
2215,GoFundMe,1669405,1730543,link,64,55,21,124,"CARDINAL,DATE,PERSON,ORDINAL",0,643,4545,29,31,6.171802531041847e-05,1.0400566173438775e-05,9.124712057300209e-05,0.18637703359127045,0.33865880966186523,0.25111427903175354,2.2993508661828968e-05,0.09199570119380951,5.6801524102390746e-05,2.5556482404651067e-05,0.09287671744823456
2216,Indiegogo,579571,587780,video,41,6,12,5426,DATE,0,643,5303,1,0,2.645854460468696e-05,1.756071987741304e-05,7.319349898425076e-05,1.4518058188419725e-05,8.634997356781417e-05,9.262281001658585e-05,6.115460343648858e-05,2.5450932822234165e-05,0.9393832087516785,5.73920982429899e-05,2.5364199022253725e-05
2217,Kickstarter,1613963,1607662,link,22,3,1,22,PERSON,0,644,4839,0,0,3.432818747851253e-05,0.1345679610967636,8.115144524749599e-05,1.4600653759048256e-05,0.06691378355026245,9.45296948233537e-05,0.686560332775116,1.9154826321058453e-05,7.260008959086634e-05,5.4986672515204067e-05,0.08921504765748978
2218,GoFundMe,1670427,1731521,link,59,60,6,62,"ORG,CARDINAL,FAC,PERSON,GPE",0,644,4545,3,0,6.19883314569339e-05,8.453488987747755e-05,6.776678202384762e-05,8.263590073364843e-05,0.9465039372444153,8.165021720855285e-05,8.316488475762577e-05,5.598843576880652e-05,2.81861769239816e-05,4.879269696148831e-05,1.961140703042423e-05
2219,Indiegogo,579562,587752,video,10,2,2,1410,,0,644,5303,0,0,4.271099602809482e-05,0.6637201905250549,0.20928418636322021,3.7959389593065606e-05,3.991534932456972e-05,0.08150237798690796,5.95486726134633e-05,3.795950600199255e-05,9.37263028177935e-05,2.261336752759032e-05,2.9996907090047432e-05
2220,GoFundMe,1670427,1731521,link,71,23,7,90,"ORG,MONEY,DATE,PERSON",0,644,4545,19,0,7.79293037591489e-05,3.087707911713259e-05,9.886216587399834e-05,0.16206885874271393,8.044780847672076e-05,0.5089482665061951,9.413764851961936e-05,2.9779577504389484e-05,3.197132639394515e-05,0.1358722746372223,0.14410969614982605
2221,Indiegogo,579562,587752,photo,6,1,0,6,"PERCENT,TIME,DATE",0,644,5303,0,0,2.6772757857835238e-05,9.95966476007024e-05,5.488905459894328e-05,3.6564742223439716e-05,0.45669424533843994,0.08475242555141449,0.40658000111579895,8.601389841348861e-05,4.151883452386378e-05,9.243009106212829e-05,8.368067295061182e-05
2222,Indiegogo,579562,587752,video,37,6,6,6337,"ORG,ORDINAL,PERSON,GPE,PRODUCT",0,644,5303,3,0,5.717828665048591e-05,4.1179136258700815e-05,8.687177857414935e-05,8.33299002252156e-05,8.159982696409033e-05,7.851692757709194e-05,7.961015363263379e-05,6.44365802352127e-05,4.115893142469494e-05,6.057713951789773e-05,0.9393779039382935
2225,Indiegogo,579562,587752,video,5,0,0,5,"ORG,EVENT,PERSON,WORK_OF_ART,DATE,PRODUCT",0,645,5303,0,0,3.016234821251007e-05,3.526583446462467e-05,8.86125777355832e-05,9.560425390113306e-05,2.0985259240035447e-05,9.28152040093414e-05,8.664947373522583e-05,0.95452481508255,9.800800519976938e-05,4.3449727123121164e-05,4.758664931574863e-05
2227,GoFundMe,1669896,1730959,link,149,55,14,202,"CARDINAL,DATE,PERSON",0,645,4545,53,0,1.1178670020826995e-05,2.0176084331454517e-05,6.302411402671812e-05,6.655727431787185e-05,0.16846375167369843,0.2210492044687271,7.328331691480135e-05,8.628337719659068e-05,0.5721967220306396,8.757247090581919e-05,8.809446627913552e-05
2229,Indiegogo,579549,587722,video,8,3,1,8,"ORG,PERSON,CARDINAL",0,645,5303,0,0,8.972967185318994e-05,7.835391618350168e-05,7.239982327181953e-05,1.3457892606497576e-05,4.793740740983028e-05,1.1116380293804714e-05,6.64779746956894e-05,5.881360306695031e-05,7.078792067512488e-05,0.9675238728523254,8.354011141931026e-05
2230,GoFundMe,1669896,1730959,link,86,27,6,98,"CARDINAL,PERSON",0,645,4545,12,0,0.23718847334384918,8.711517630001787e-05,1.4942872197295135e-05,0.5417603254318237,1.1187038638111983e-05,0.056561604142189026,9.595814531421416e-05,8.646887127414102e-05,6.188283169290796e-05,0.11143428087234497,8.322998712900335e-05
2231,Indiegogo,579549,587722,video,10,5,0,3123,"ORG,MONEY,PERSON,PRODUCT",0,645,5303,0,0,6.725076457358051e-05,0.3401598334312439,8.8381328512633e-05,5.891394189503888e-05,7.554748454476667e-05,6.832854498172052e-05,9.151186136835271e-05,6.146847543608724e-05,0.6143733263015747,1.150681501345872e-05,7.040502578069288e-05
2232,GoFundMe,1669896,1730959,link,112,62,12,149,"DATE,LAW,PERSON,GPE",0,645,4545,33,4,2.1121365264180843e-05,2.4112077253868344e-05,1.431474235325104e-05,2.88901438959615e-05,4.0636285564706656e-05,2.2907400019528816e-05,9.319197874083853e-05,5.83452408521073e-05,0.9724391102790833,1.0966938524644709e-05,3.0735986383474096e-05
2233,Indiegogo,579549,587722,video,9,3,1,2310,PRODUCT,0,646,5303,2,0,1.3413215976649923e-05,2.9832907947986877e-05,2.126062293020702e-05,3.641233309271281e-05,3.155481960244841e-05,5.291397911444494e-05,1.6818606926728033e-05,0.9090758562088013,2.5746498043897445e-05,2.405035309009311e-05,3.9429180913325294e-05
2234,Kickstarter,1614023,1607682,photo,17,19,5,19,,0,646,4839,0,2,0.022731082513928413,0.02273133024573326,0.022731082513928413,0.02273266389966011,0.02273155376315117,0.7726855874061584,0.022731082513928413,0.022731082513928413,0.02273235097527504,0.022731082513928413,0.022731082513928413
2235,GoFundMe,1669268,1730297,photo,196,74,20,306,"CARDINAL,PERSON,DATE,GPE",0,646,4545,109,1,0.03739264979958534,7.258780476214759e-05,9.679331841488747e-05,1.5791038353140988e-05,0.4837367832660675,0.3692317008972168,4.724916860750528e-05,7.316713259666738e-05,0.091956228017807,8.65778402937216e-05,2.5342915104932087e-05
2236,GoFundMe,1669268,1730297,photo,30,166,5,166,,0,646,4545,1,1,0.045460108667612076,0.04545794427394867,0.04545794427394867,0.04545794427394867,0.04545794427394867,0.04545794427394867,0.04545794427394867,0.04545794427394867,0.04545794427394867,0.04545794427394867,0.545418381690979
2237,Indiegogo,579551,587709,video,11,3,4,1380,,0,646,5303,4,0,2.47131824997179e-05,0.22681263089179993,2.6694282868252163e-05,4.194255772298924e-05,6.705861511673117e-05,7.263367436977688e-05,9.923007068936469e-05,2.4975319718058367e-05,0.3595494031906128,9.213105722557218e-05,0.37533265352249146
2238,GoFundMe,1669268,1730297,video,50,13,6,94837,"ORG,DATE,PERSON",0,646,4545,19,0,4.323205017633091e-05,5.463325478439205e-05,5.25979576966284e-05,1.6595843922300395e-05,0.9242305159568787,9.715464898558821e-05,3.0394699783410493e-05,9.531528414694236e-05,9.656617546581605e-05,6.131640716727562e-05,9.4323234309133e-05
2239,Indiegogo,579551,587709,video,70,18,18,4787,,0,646,5303,4,1,0.7262381911277771,0.012990017421543598,0.012991205789148808,0.1568501889705658,0.012989936396479607,0.012989936396479607,0.012989950366318226,0.012989936396479607,0.012989936396479607,0.012989948503673077,0.012990754097700119
2240,Indiegogo,579551,587709,video,9,4,1,2073,,0,647,5303,0,0,2.8977044383637923e-05,0.8414429426193237,5.2339321571649654e-05,9.738650956062031e-05,0.0902952179312706,9.635493821662725e-05,4.485983232344686e-05,2.7449936410743557e-05,6.0598042185270385e-05,5.008773956179381e-05,2.8015349135508856e-05
2241,GoFundMe,1668720,1729707,video,61,26,13,10134,"ORG,DATE,ORDINAL,PERSON,GPE",0,647,4545,23,1,4.5054444336236275e-05,0.04977831989526749,7.977157861070626e-05,4.4825317671746925e-05,4.3454848684130786e-05,0.9187421798706055,3.39303717206986e-05,4.412132311988789e-05,1.2768208258776581e-05,8.224405221546384e-05,1.4401838838963134e-05
2242,Indiegogo,579520,587652,video,14,3,3,1622,ORG,0,647,5303,2,0,0.0803912952542305,0.26414549350738525,5.154944586849854e-05,0.6223926544189453,3.9523947355457916e-05,9.104845622930291e-05,6.574816527597037e-05,3.075587681831446e-05,3.6378008641090864e-05,9.638745506511308e-05,5.080651628524799e-05
2243,GoFundMe,1668720,1729707,link,64,22,5,85,"MONEY,PERSON,GPE",0,647,4545,21,0,9.205496263284316e-05,1.0372921373965393e-05,1.9243307032003478e-05,9.810274056143168e-05,2.2721537898763225e-05,1.7251335949743313e-05,6.818065996928904e-05,0.7594528198242188,3.524485104570108e-05,6.02106628412999e-05,0.18206460773944855
2245,Indiegogo,579520,587652,link,3,2,0,4,"ORG,TIME,DATE",0,647,5303,1,0,4.1029076388129034e-05,0.07250121980905533,0.11142684519290924,6.937143361316277e-05,7.096966870300586e-05,6.180095000281788e-05,0.08724436908960342,0.6498526930809021,8.68989017212749e-05,2.5197493200815565e-05,0.06078604236245155
2246,GoFundMe,1668720,1729707,link,59,14,1,78,"ORG,PERSON,ORDINAL",0,647,4545,17,2,6.861718941745271e-05,6.398654014847394e-05,1.9535084856806987e-05,5.530385673431458e-05,5.1017148158422335e-05,0.511326253414154,1.3915168770061136e-05,2.019462551695097e-05,8.474799620004045e-05,5.741064730737055e-05,0.43021994829177856
2247,Indiegogo,579520,587652,video,6,7,1,1913,"ORG,FAC,DATE",0,647,5303,1,0,1.258333953143091e-05,6.648703315942576e-05,6.6558420233542e-05,8.244727913897611e-05,8.971091972927873e-05,3.337256883196164e-05,3.0697257816863515e-05,0.949478030204773,1.2788833284730009e-05,3.039236101851733e-05,7.809827553697613e-05
2249,Indiegogo,579489,587588,video,18,3,7,3276,"DATE,PRODUCT",0,648,5303,3,1,0.010102026164531708,0.6658913493156433,0.010102053172886372,0.010102073661983013,0.010102026164531708,0.010102026164531708,0.010102170519530773,0.010102026164531708,0.010102026164531708,0.010102026164531708,0.2431902140378952
2250,Kickstarter,1614081,1607717,video,28,5,5,25722,"CARDINAL,ORG",0,648,4839,1,0,9.638950795403361e-05,0.3978818953037262,0.45443642139434814,1.131063540673058e-05,6.93594374010755e-05,0.09918094426393509,7.192256118108213e-05,1.8464031122555574e-05,4.734100913095125e-05,8.066159435357789e-05,1.998133815553844e-05
2251,Indiegogo,579455,587514,video,11,2,7,1431,"CARDINAL,EVENT,PERCENT,WORK_OF_ART,DATE",0,649,5303,1,0,1.0597523045073094e-05,0.114006407558918,9.219892949642524e-05,2.2397353452776144e-05,0.3234788775444031,0.5294307470321655,6.485358720840454e-05,5.283347981439661e-05,1.7666562181151732e-05,1.239587238023945e-05,7.640524806320806e-05
2252,GoFundMe,1667854,1728783,photo,259,151,17,372,"CARDINAL,ORG,PERSON,MONEY,DATE",0,649,4545,113,0,8.084343061360777e-05,9.275350972676394e-05,4.943819326040758e-05,9.877560440943986e-05,0.9675158262252808,6.29291532151057e-05,9.339543850131924e-05,6.352967953635994e-05,9.640610296609518e-05,2.4830446545210806e-05,8.112349054552907e-05
2253,Kickstarter,1614144,1607778,link,43,29,8,45,"ORG,DATE",0,649,4839,2,0,7.045221606778792e-05,0.44349685311317444,2.1695680305424734e-05,3.283605448010154e-05,8.028654745221474e-05,0.30452635884284973,0.20648163557052612,9.352905232082536e-05,3.5589360083019446e-05,6.483677043807017e-05,3.105280007936009e-05
2254,Indiegogo,579438,587456,video,8,3,3,1651,"ORG,DATE,PERSON,PRODUCT",0,650,5303,0,0,5.9923470486231065e-05,0.14239630103111267,6.885978283249513e-05,0.8121287822723389,5.9391513260884316e-05,3.26296912896391e-05,1.880017421136633e-05,9.55209523070282e-05,5.2829961289574036e-05,9.704481138245102e-05,5.7843140947807714e-05
2255,GoFundMe,1667251,1728144,link,57,66,4,68,"ORG,PERSON",0,650,4545,11,0,2.032454538127896e-05,6.745687602217213e-05,1.6079462102742105e-05,4.324523755144515e-05,1.5926019058629427e-05,0.6243835091590881,3.185500371287323e-05,9.06908350016114e-05,7.919637691935907e-05,0.3171314299106598,6.452465908748445e-05
