index,page_name,likes_at_posting,followers_at_posting,type,likes,comments,shares,post_views,entities_identified,post_sponsored,post_age,page_age,positive_reactions,negative_reactions,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,topic_10
5074,Kickstarter,1578203,1555817,link,14,0,7,14,,0,1153,4839,0,0,0.11974596977233887,0.4842868149280548,2.5608935399629325e-05,0.08213590830564499,0.0733134001493454,1.832661937427653e-05,8.945014706248765e-05,8.69306372691836e-05,9.254718739278528e-05,1.582580430141115e-05,0.20640568435192108
5075,Kickstarter,1578203,1555817,link,38,7,11,45,"ORG,MONEY,TIME",0,1153,4839,7,0,5.723538540598962e-05,9.421072448657968e-05,7.10623087737363e-05,6.8372862298303e-05,2.7139615887091854e-05,0.9241980314254761,3.380707970461694e-05,3.795516553936879e-05,9.803228026677592e-05,1.8037378321625916e-05,8.060002597758326e-05
5076,GoFundMe,1574187,1627577,link,80,64,29,131,"MONEY,PERSON,DATE,ORDINAL",0,1154,4545,27,24,0.1348962038755417,4.3384473577659e-05,9.443628612897228e-05,0.06610094010829926,9.26626517315151e-05,0.13572323322296143,9.913804334828901e-05,4.906651199092025e-05,0.46916741132736206,0.17227648198604584,4.3355829734478574e-05
5077,Kickstarter,1578194,1555797,link,29,3,2,30,"ORG,DATE,PERSON,GPE",0,1154,4839,1,0,9.545839270900942e-05,7.38563603712365e-05,0.15845459699630737,0.1493263691663742,2.3369102723978493e-05,9.088224698593774e-05,8.05107551902002e-05,0.20261447131633759,0.26214614510536194,6.180479123748156e-05,0.18847958743572235
5078,GoFundMe,1574187,1627577,link,49,11,5,58,"ORG,PERSON,DATE",0,1154,4545,9,0,0.16501103341579437,0.04459643363952637,2.419533076301956e-05,7.706358509723163e-05,0.5411951541900635,1.0257668617299215e-05,0.08625739067792892,6.802643681753245e-05,6.521962073647393e-05,0.14110319316387177,8.901044161922851e-05
5079,GoFundMe,1574187,1627577,link,160,31,19,214,"PERSON,DATE,GPE",0,1154,4545,54,0,0.16156332194805145,3.8782188922912236e-05,7.808813354939667e-05,4.340191642344583e-05,0.05559895932674408,0.516754686832428,0.04819784685969353,7.991580444373661e-05,6.509149594961788e-05,0.19604149460792542,2.2899511724102422e-05
5080,Indiegogo,556105,554092,video,35,15,9,40,"ORG,WORK_OF_ART,DATE,ORDINAL",0,1155,5303,4,1,3.3498467967333704e-05,8.60868190050649e-05,4.530626493633088e-05,0.35898444056510925,4.342234134935716e-05,0.23949281871318817,9.184883738483251e-05,0.11095215380191803,0.04952174425125122,0.22154761850833893,5.807749110976578e-05
5081,Indiegogo,556078,554061,video,19,8,0,21,"ORG,DATE,PRODUCT",0,1155,5303,0,2,7.65398443899153e-05,0.43014654517173767,0.12973742187023163,5.795828715128654e-05,0.29007580876350403,3.0063610780941245e-05,0.060938239097595215,8.575663961707123e-05,8.890262149707606e-05,0.06038489192724228,7.576151544048044e-05
5082,GoFundMe,1573926,1627309,video,137,45,47,3748989,"CARDINAL,WORK_OF_ART,PERSON,DATE",0,1155,4545,79,0,0.18931515514850616,1.4295209468807504e-05,3.2695820993353025e-05,9.82489723466908e-05,0.7477267980575562,6.39095641764961e-05,7.683418188276534e-05,4.2566988846504346e-05,5.866367918192262e-05,1.3195132762245328e-05,8.029193941141856e-05
5083,Indiegogo,556078,554061,video,20,9,8,2404,"ORG,ORDINAL",0,1155,5303,0,2,0.5011729001998901,0.32902422547340393,4.7092922560095344e-05,3.698109865087996e-05,2.569919595891565e-05,0.10366886109113693,6.337260726147937e-05,3.817702831082666e-05,7.271186757541455e-05,6.080715168743618e-05,1.9393558191694075e-05
5084,GoFundMe,1573926,1627309,link,36,31,14,116,"PERSON,DATE,ORDINAL",0,1155,4545,10,70,0.07425634562969208,1.4508315160214106e-05,3.5306438776546174e-05,0.2822623550891876,6.630832983014334e-05,0.19009773433208466,0.26313602924346924,2.619479890228024e-05,9.767196264471219e-05,0.10311487317085266,0.0631742998957634
5086,GoFundMe,1573926,1627309,video,33,7,10,9937,"ORG,PERSON",0,1155,4545,15,0,9.07528680514521e-05,4.04763637262175e-05,7.378762822569483e-05,1.4375240343957e-05,6.075454491169258e-05,0.35359203815460205,6.135716616497406e-05,3.897284408281619e-05,3.0918829392442926e-05,0.5645722150802612,5.719971356873772e-05
5087,Kickstarter,1578181,1555772,video,11,0,1,3683,"DATE,LANGUAGE",0,1155,4839,1,0,0.011366499587893486,0.011366499587893486,0.3380473256111145,0.011366499587893486,0.01136665791273117,0.011366602033376694,0.01136714406311512,0.011366751044988632,0.01136656105518341,0.1748349517583847,0.3961845338344574
5088,GoFundMe,1573926,1627309,link,77,22,34,136,"ORG,PERSON,DATE,GPE",0,1155,4545,22,37,0.09667997062206268,8.073991884594483e-05,3.0402222154694053e-05,7.116838526137352e-05,0.06557737290859222,0.3638007938861847,8.424003076355282e-05,0.17396821081638336,0.08565544337034225,4.315238290674881e-05,0.19364137947559357
5089,Kickstarter,1578181,1555772,link,7,0,0,7,"WORK_OF_ART,NORP,PERSON,PRODUCT",0,1155,4839,0,0,0.13835516571998596,9.185916997086846e-05,1.257825924225505e-05,4.308424620290767e-05,0.6120915412902832,1.1269403117041975e-05,0.22530263662338257,6.949959188692275e-05,1.2591535492864191e-05,8.689939770442389e-05,9.633747048876745e-05
5090,GoFundMe,1573652,1627032,video,63,21,13,1223815,"CARDINAL,PERSON,DATE,ORG",0,1156,4545,22,0,0.25197067856788635,9.703143455908578e-05,5.8161666646069565e-05,0.15527859330177307,0.357872873544693,0.1818176656961441,9.252962222692647e-05,5.3904890424915845e-05,7.052495468419897e-05,6.97933906773296e-05,4.279519031093472e-05
5091,Kickstarter,1578158,1555724,link,10,5,2,13,"ORG,DATE,PERSON",0,1156,4839,2,1,0.16062718629837036,8.532117944635418e-05,0.28081178665161133,3.101019666942421e-05,0.21477463841438293,4.761721721992288e-05,0.17722225189208984,1.7654983403724017e-05,6.71643411609229e-05,1.1555650713958703e-05,0.12757466733455658
5092,GoFundMe,1573652,1627032,video,112,24,37,94355,"ORG,PERSON,QUANTITY",0,1156,4545,61,0,0.36940130591392517,4.8175511795737916e-05,0.09797713905572891,1.2393823943121957e-05,9.756454113575963e-05,0.5035187602043152,3.448213098288509e-05,2.6504062813653736e-05,9.521440419911613e-05,4.7892730238537887e-05,2.7825193576949648e-05
5093,Kickstarter,1578158,1555724,link,14,0,8,17,"ORG,NORP,GPE",0,1156,4839,3,0,0.13197211921215057,4.9506514729923455e-05,9.425677686350801e-05,0.1196165680885315,0.33174991607666016,0.036795616149902344,3.7589748319151974e-05,0.10875546932220459,0.13285546004772186,0.12650947272777557,9.454627767940223e-05
5094,GoFundMe,1573652,1627032,link,138,40,49,191,"CARDINAL,GPE",0,1156,4545,51,2,0.18822385370731354,2.6427799448520536e-05,9.612692350239751e-05,0.5766104459762573,8.763423570906663e-05,0.19473105669021606,7.524031685290584e-05,4.2997168696528e-05,1.2127681033182459e-05,8.93959432642059e-05,8.715630977074735e-05
5095,GoFundMe,1572968,1626358,link,42,59,4,59,"ORG,MONEY,DATE,CARDINAL",0,1157,4545,8,0,6.680166429691178e-05,0.21414592862129211,2.4740277602021188e-05,5.794921425242673e-05,7.105504597697605e-05,0.7040150761604309,4.949165510120249e-05,7.65529122298825e-05,6.389560834772312e-05,7.006553656911623e-05,2.7627307982681863e-05
5096,GoFundMe,1572968,1626358,link,56,7,13,61,"ORG,CARDINAL,DATE,ORDINAL,MONEY,PERSON,GPE",0,1157,4545,5,0,0.13540294766426086,0.042176518589258194,1.681698462057993e-05,3.163850270587794e-05,0.11699753999710083,0.5238563418388367,6.048247815730149e-05,5.460985202530026e-05,0.08190911263227463,0.08339802920818329,8.874336754635079e-05
5097,GoFundMe,1572968,1626358,link,50,12,3,64,"PERSON,DATE,ORDINAL",0,1157,4545,14,0,3.2782175997891607e-05,4.6317188854446035e-05,1.8780400347630718e-05,8.194499707823622e-05,0.32976898550987244,0.274191290140152,3.1624649026064914e-05,3.837955044527293e-05,7.607390195712231e-05,0.35323968529701233,3.993592244132574e-05
5098,Kickstarter,1578127,1555690,link,15,3,1,17,"ORG,WORK_OF_ART,NORP,DATE",0,1157,4839,1,1,0.2015959769487381,1.680639574810154e-05,0.1465858519077301,1.7340761109959298e-05,0.5772584676742554,3.523360829354728e-05,0.05466296523809433,9.56734198719346e-05,2.149620964118546e-05,4.0799925369591406e-05,7.20609172135539e-05
5099,GoFundMe,1572968,1626358,video,24,7,3,343548,"CARDINAL,PERSON",0,1157,4545,5,0,8.314746744648706e-05,0.07728572189807892,8.954165233024146e-05,0.45923012495040894,0.13872270286083221,0.2873102128505707,9.547867906680151e-05,3.213070768443192e-05,7.877413009510522e-05,9.781723575610705e-05,6.424564133422097e-05
5100,Kickstarter,1578127,1555690,link,13,0,4,15,"WORK_OF_ART,NORP,PERSON",0,1157,4839,2,0,0.45938339829444885,5.6565362746689496e-05,0.2534625828266144,8.476927921898859e-05,0.2386445850133896,9.603564974537053e-05,8.29787065211738e-05,3.8880751434708315e-05,9.259806904739143e-05,5.004666724987056e-05,8.6822921088265e-05
5101,GoFundMe,1572703,1625883,video,75,16,27,24770,"MONEY,PERSON",0,1158,4545,32,1,0.012990070506930351,0.012990070506930351,0.012990081682801247,0.012991351075470448,0.012990487739443779,0.582836389541626,0.012990472838282585,0.1574915051460266,0.012990845367312431,0.01299021765589714,0.15574845671653748
5102,GoFundMe,1572703,1625883,link,7,4,2,9,"CARDINAL,ORG,LOC,NORP,TIME,GPE",0,1158,4545,0,2,8.238797437776227e-05,6.462299050599712e-05,0.04980050027370453,0.05242963507771492,0.219671830534935,0.5474222898483276,9.092571975516419e-05,8.441168474960085e-05,0.05245017260313034,0.057539597153663635,6.859428296937813e-05
5103,Kickstarter,1578095,1555653,link,6,1,6,6,"ORG,ORDINAL",0,1158,4839,0,0,0.19352450966835022,7.032978950514699e-05,3.2565566289184135e-05,9.326959253862181e-05,0.34838396310806274,2.2559433790029083e-05,2.6539104633449065e-05,0.09089750796556473,3.1060752427725544e-05,0.31414639949798584,7.215648737831807e-05
5104,GoFundMe,1572703,1625883,link,149,71,33,201,"MONEY,DATE,GPE",0,1158,4545,50,2,2.594063930132912e-05,8.354781277396473e-05,8.880317147304747e-05,0.8617587089538574,9.595392998594614e-05,1.5462067329498173e-05,0.08365476876497269,7.227901920652537e-05,1.7414390783988468e-05,7.546477946326033e-05,1.8319063659728542e-05
5105,Kickstarter,1578095,1555653,link,23,0,2,23,"PERSON,DATE,PRODUCT",0,1158,4839,0,0,1.864638524385206e-05,0.09888867288827896,0.10777056962251663,1.6869155949035834e-05,0.09752815216779709,0.26963192224502563,5.534619046442256e-05,2.2064834188099725e-05,0.23387476801872253,1.4431069344941178e-05,0.1683608889579773
5106,Kickstarter,1578108,1555653,link,7,0,0,7,"ORG,NORP,CARDINAL",0,1159,4839,0,0,0.10294011235237122,0.04488241672515869,0.6514960527420044,7.078447522925385e-05,6.230130348857005e-05,0.0829567015171051,3.5268383139783045e-05,7.296761604490292e-05,0.045998673886060715,3.215716219786069e-05,0.054219987243413925
5107,Kickstarter,1578108,1555653,link,18,6,7,25,"ORG,PERSON,CARDINAL",0,1159,4839,7,0,0.08309423178434372,0.25963151454925537,0.16275526583194733,9.334970693078196e-05,5.28851454140312e-05,0.061566952615976334,0.058076273649930954,8.899178643246294e-05,0.1139901876449585,0.24169296026229858,7.360088712069913e-05
5108,Kickstarter,1578119,1555658,link,25,3,3,26,PRODUCT,0,1160,4839,1,0,0.17337872087955475,0.43304434418678284,7.672371467621753e-05,2.449611337936005e-05,8.258344701344223e-05,0.2308046668767929,0.1415405422449112,2.7239687185679292e-05,2.8543568868287018e-05,5.510052499984931e-05,7.895410699634834e-05
5109,Kickstarter,1578119,1555658,link,13,0,1,14,"CARDINAL,PERSON,ORG",0,1160,4839,1,0,0.09874513000249863,7.957932940393996e-05,5.81567817595737e-05,9.920718933458353e-05,0.3062721788883209,5.2178432084977045e-05,1.4249842680965011e-05,8.607638063236632e-05,4.839889406719569e-05,0.558601975440979,1.3439918021998891e-05
5110,Indiegogo,555914,553871,video,29,4,3,34,"CARDINAL,WORK_OF_ART,ORG,PRODUCT",0,1160,5303,3,2,0.16091732680797577,0.35353168845176697,0.13550297915935516,2.255300744575598e-05,2.346578952567938e-05,2.6033506264342988e-05,0.06450101733207703,7.21878754549433e-05,0.25955870747566223,1.9844485185986895e-05,1.5279368389014606e-05
5111,Indiegogo,555868,553822,video,22,7,6,31,"ORG,ORDINAL,PRODUCT",0,1161,5303,6,3,5.537868190308646e-05,0.3165295422077179,6.808860574664871e-05,0.04967314004898071,0.04672534763813019,0.041554391384124756,0.33617615699768066,0.144577756524086,6.271938859547295e-05,6.99214202351861e-05,0.05220618098974228
5112,Indiegogo,555868,553822,video,14,3,2,17,"ORG,WORK_OF_ART,ORDINAL,PRODUCT",0,1161,5303,2,1,8.08823402177914e-05,0.39959481358528137,0.0430544875562191,0.17633254826068878,4.4339637677239954e-05,4.9366280237920944e-05,5.83673436064652e-05,0.2808150053024292,9.137391519836514e-05,2.8279633176460012e-05,0.079978808760643
5113,Kickstarter,1578100,1555635,link,18,1,0,18,"CARDINAL,WORK_OF_ART,DATE,GPE",0,1161,4839,0,0,0.2659207582473755,8.425597935242897e-05,0.4275583326816559,8.968941609435567e-05,4.392357440653473e-05,6.412200748860492e-05,9.461723721829036e-05,0.046072784811258316,6.799884805350476e-05,0.11042295396327972,0.12980131804943085
5114,GoFundMe,1571946,1624884,video,239,56,80,2390829,"PERSON,DATE",0,1161,4545,176,0,3.053976829435335e-05,4.462757153046122e-05,6.734925793117029e-05,8.273756875288708e-05,0.2732070982456207,0.4211004078388214,4.313839412757041e-05,2.0120022914828025e-05,4.183545537856776e-05,0.23293527960777283,2.6838653081479822e-05
5115,Indiegogo,555868,553822,video,17,2,4,19,"ORG,TIME,DATE,PRODUCT",0,1161,5303,1,1,0.05038188025355339,0.29995226860046387,5.306249453010661e-05,3.538260039330741e-05,1.933959035994829e-05,3.0413891956721043e-05,1.8113144194166895e-05,6.119743580955463e-05,0.5732141137123108,0.04876328632235527,1.86201770385649e-05
5116,Kickstarter,1578100,1555635,video,7,2,0,2645,,0,1161,4839,1,0,0.2675084173679352,0.018195481970906258,0.21813903748989105,0.018195481970906258,0.0181959867477417,0.018195481970906258,0.018195481970906258,0.018195481970906258,0.018195481970906258,0.3687882125377655,0.018195481970906258
5118,GoFundMe,1571946,1624884,link,71,7,14,94,"MONEY,DATE",0,1161,4545,23,0,4.405894889664632e-05,2.169561105264757e-05,0.06405308097600937,0.2557751536369324,0.12074524909257889,9.645611226059482e-05,4.079328562778175e-05,2.3682242900989112e-05,0.5275940299034119,8.432181697211203e-05,4.043917598815692e-05
5119,GoFundMe,1571700,1624422,link,11,30,4,30,"ORG,MONEY,DATE,GPE",0,1162,4545,2,0,2.5754075720503162e-05,7.408455673306266e-05,6.352783048842471e-05,4.8743405335070254e-05,5.3274908000389414e-05,0.7869716882705688,9.64729546266578e-05,9.111951117231279e-05,9.095800786260749e-05,7.639588850507425e-05,0.15846706926822662
5120,GoFundMe,1571700,1624422,video,63,5,21,15560,"DATE,PERSON,GPE",0,1162,4545,24,13,0.19790424406528473,7.787222984777958e-05,3.319998545918804e-05,4.8453005258546994e-05,0.2091093510389328,0.14046385884284973,3.1242152381928293e-05,9.37093548330217e-05,5.6330718627555945e-05,7.086019786612576e-05,0.3888562023639679
5121,Kickstarter,1578072,1555588,video,4,2,1,3754,"ORG,WORK_OF_ART,GPE",0,1162,4839,0,0,2.3505462031982822e-05,3.6298975878108707e-05,0.23034173250198364,2.176673762558833e-05,0.7241916656494141,9.58215589834546e-05,3.5125885939005954e-05,5.139924830563798e-05,2.574999738859908e-05,5.435554681667611e-05,5.138118298882819e-05
5122,GoFundMe,1571700,1624422,link,38,8,4,46,"CARDINAL,MONEY,PERSON,DATE",0,1162,4545,8,0,9.534093571521414e-05,3.9832942146763e-05,7.54174111955455e-05,0.23410898447036743,0.495800644159317,0.2354445606470108,9.822754700390617e-05,9.40206553744573e-05,1.3844295193057686e-05,6.885304393781377e-05,2.1873193424095695e-05
5123,Indiegogo,555813,553764,link,14,4,5,14,"CARDINAL,ORG",0,1162,5303,0,0,1.3629048933766965e-05,0.06719208508729935,0.3407537639141083,1.5105953004640953e-05,2.0644728337052183e-05,1.946404787848292e-05,7.398927600931436e-05,8.636770987656776e-05,4.2466369412086874e-05,0.5492574572563171,5.607049673180586e-05
5124,Kickstarter,1578072,1555588,link,12,1,1,16,"FAC,NORP,PERSON",0,1162,4839,4,0,0.048289719969034195,9.111279531743461e-05,3.902128155798302e-05,0.1391587257385254,0.5567504167556763,4.9342599326370395e-05,2.232393392706048e-05,4.5173458388044125e-05,4.834484382504217e-05,0.04468897730112076,0.19405297935009003
5125,Indiegogo,555813,553764,video,21,2,1,22,"ORG,ORDINAL,WORK_OF_ART,DATE,PRODUCT",0,1162,5303,0,1,6.033234490006349e-05,0.5989349484443665,0.2941647171974182,5.834916371000168e-05,1.4105689571879552e-05,8.753985915397846e-05,5.984030632760316e-05,4.0975548946584146e-05,6.102904189686404e-05,7.45105935663318e-05,0.07225173711776733
5126,Indiegogo,555793,553741,video,13,3,3,15,"CARDINAL,ORG,PRODUCT",0,1163,5303,1,1,7.413783663134306e-05,0.23077930510044098,0.08335171639919281,0.09751585125923157,0.04174550995230675,0.10533039271831512,7.897095583680559e-05,6.904871194752193e-05,2.1549270197478967e-05,0.42659643292427063,5.452979047093044e-05
5127,GoFundMe,1571505,1624222,link,25,7,9,29,"CARDINAL,DATE,MONEY,PERSON,GPE",0,1163,4545,4,0,7.837851447299634e-05,6.53925954676121e-05,9.047526291292889e-05,0.45068302750587463,1.8636783423513578e-05,0.3036581575870514,0.10464879125356674,0.04396199807524681,6.326219511177112e-05,1.1764791586623186e-05,0.07755815982818604
5128,Kickstarter,1578067,1555576,link,5,1,0,5,"PERSON,ORDINAL",0,1163,4839,0,0,6.872151040637328e-05,2.4727955749559108e-05,0.32818537950515747,7.692532180376922e-05,0.12997539341449738,9.31462395960158e-05,9.714399744935795e-05,0.06900952011346817,0.14774402976036072,0.1446467787027359,0.16224651038646698
5129,Indiegogo,555793,553741,link,9,3,0,10,"ORG,CARDINAL,DATE,LOC,TIME,PERSON,GPE",0,1163,5303,0,1,0.10314848273992538,0.035957351326942444,0.07099800556898117,0.03491359204053879,0.1272178590297699,0.02277047373354435,0.0837789848446846,4.5444841601969485e-05,0.36121615767478943,0.06384813040494919,0.09547173231840134
5130,GoFundMe,1571505,1624222,link,100,16,11,142,"CARDINAL,MONEY,DATE",0,1163,4545,41,1,7.195836954937696e-05,6.008321075717545e-05,2.6321766795928424e-05,0.142788365483284,7.767027228746781e-05,0.41361692547798157,7.222127709385781e-05,0.19412213563919067,0.21763844788074493,2.391974334471995e-05,5.5651395399084635e-05
5131,Kickstarter,1578067,1555576,link,10,2,1,11,"ORG,PERSON,CARDINAL",0,1163,4839,1,0,0.18635322153568268,0.28885388374328613,0.04570190608501434,2.5510134965276115e-05,6.629715968803153e-05,0.23008964955806732,6.414670172556023e-05,0.09237997978925705,0.056833699345588684,8.495754743995694e-05,0.0857764407992363
5132,GoFundMe,1571505,1624222,link,22,9,2,23,"CARDINAL,ORG,GPE,DATE,QUANTITY",0,1163,4545,1,0,0.1513613760471344,0.12055645883083344,1.752887317645303e-05,0.14745403826236725,0.1194220557808876,0.27208787202835083,1.928946753886515e-05,1.1420468689170383e-05,6.377975855472596e-05,0.1744365692138672,2.632465524172221e-05
5133,GoFundMe,1570811,1623337,link,47,17,6,63,"PERSON,DATE",0,1164,4545,16,0,0.14707966148853302,6.265416414950933e-05,5.911310899711246e-05,0.08863954246044159,0.2915004789829254,0.1698092520236969,0.0966249629855156,2.5300054576465788e-05,8.403699062022403e-05,0.09518779069185257,0.09659522026777267
5134,GoFundMe,1570811,1623337,link,44,37,22,109,"LOC,PERSON,DATE,TIME",0,1164,4545,6,59,8.01720158984423e-05,0.08945342898368835,7.167445836437665e-05,2.906388707499483e-05,0.1532922238111496,0.416098952293396,0.14167605340480804,0.09290731698274612,6.646136055687255e-05,0.08761332929134369,6.776486125473146e-05
5135,Kickstarter,1578016,1555518,link,11,1,2,11,"ORG,CARDINAL,PERSON,GPE",0,1164,4839,0,0,0.20340104401111603,0.13937415182590485,1.0106528927028235e-05,0.4037053883075714,6.545744712104686e-05,0.16462568938732147,7.770065173159718e-05,4.39107689619151e-05,2.783080432404992e-05,0.06614381074905396,9.373529496491567e-05
5136,GoFundMe,1570811,1623337,link,21,60,14,62,"CARDINAL,NORP,ORDINAL,FAC,TIME,DATE,GPE",0,1164,4545,10,31,4.429969919753725e-05,9.678380897077978e-05,5.263008841184339e-05,7.687075926179718e-05,7.240224720941329e-05,0.5035509467124939,5.796136324158557e-05,0.09571948647499084,0.24565839767456055,1.6560328532897167e-05,0.12852446734905243
5139,Indiegogo,555717,553658,link,17,2,2,19,ORG,0,1165,5303,2,0,3.6039942407091124e-05,1.568389633439533e-05,4.0602609589719016e-05,9.936030276209263e-05,7.609733223870902e-05,0.28911134600639343,1.8480468005166345e-05,0.43904924392700195,0.22904230654239655,4.208990311290297e-05,1.1651748708675259e-05
5140,GoFundMe,1570673,1623188,link,151,5,19,183,"CARDINAL,DATE",0,1165,4545,31,1,0.4820193350315094,0.011372207663953304,0.01137284841388464,0.16552917659282684,0.011372547596693039,0.26147133111953735,0.011372207663953304,0.011372207663953304,0.011372207663953304,0.01137374248355627,0.011372207663953304
5141,Kickstarter,1578011,1555501,link,19,6,3,19,"ORG,PERSON,DATE,GPE,PRODUCT",0,1165,4839,0,0,8.59632382703534e-05,7.329269502041325e-05,6.738691064346673e-05,7.060979636494205e-05,0.1131289005279541,0.2503454089164734,7.732076228651074e-05,0.06540989875793457,6.0088085581889995e-05,0.5407891273498535,4.2193168896756594e-05
5142,GoFundMe,1570673,1623188,link,61,10,2,70,"ORG,CARDINAL,MONEY,ORDINAL",0,1165,4545,9,0,0.14200159907341003,7.198687694019736e-05,9.282700690171699e-05,3.623207257961529e-05,0.2502181828022003,0.4716046154499054,5.8688509979685825e-05,0.09372256696224213,4.9916592451894314e-05,5.9013940855247646e-05,1.986782468905807e-05
5143,Kickstarter,1578011,1555501,link,13,8,1,17,"ORG,DATE,CARDINAL",0,1165,4839,1,3,4.97129502550258e-05,1.690508441334253e-05,0.3193560838699341,5.4048219259959975e-05,0.33296138048171997,7.366706539837463e-05,6.80101671541423e-05,0.29171526432037354,5.30083635773693e-05,5.230095059754923e-05,3.813960686059461e-05
5144,Kickstarter,1578015,1555501,link,4,0,0,4,"CARDINAL,DATE,PERSON,ORG",0,1166,4839,0,0,7.979546150320324e-05,4.0704139003104846e-05,2.992707924573229e-05,3.910672094797089e-05,5.6635470116416826e-05,0.23295359313488007,1.0748741399484936e-05,6.356681567837054e-05,0.14751556515693665,0.5915343761444092,9.040684468781537e-05
5145,Kickstarter,1578015,1555501,link,20,1,2,23,"CARDINAL,WORK_OF_ART,PERSON",0,1166,4839,3,0,2.6064620613339135e-05,8.090189030076237e-05,0.14294059574604034,0.2146962285041809,3.580429843878021e-05,8.389213455563867e-05,9.848103482278546e-05,8.56181256589877e-05,0.601935863494873,6.607101730817604e-05,9.040435775831815e-05
5146,Kickstarter,1577972,1555453,link,10,0,3,12,"CARDINAL,ORG,ORDINAL,DATE,GPE",0,1167,4839,2,0,0.10640425980091095,0.23100325465202332,0.0943823903799057,0.37898531556129456,8.220888241878862e-05,0.16192662715911865,3.118363500840464e-05,3.071047528205824e-05,2.6426059552812098e-05,2.4296028710716678e-05,6.216076948476202e-05
5147,Kickstarter,1577972,1555453,link,8,0,2,8,"PERSON,PRODUCT",0,1167,4839,0,0,2.1920530537582433e-05,0.20468246936798096,5.2665681248736125e-05,0.1377524584531784,5.764625947575927e-05,0.1964513063430786,3.533173039038018e-05,8.075634297760836e-05,0.43661606311798096,2.8945236085527526e-05,6.13480756090417e-05
5148,GoFundMe,1569939,1622067,link,79,114,55,329,"ORG,PERSON,MONEY,DATE,GPE",0,1168,4545,12,238,0.257931649684906,0.06228482723236084,8.854341273966156e-05,0.20148421823978424,8.926192778347292e-05,0.18444621562957764,8.515839305379699e-05,0.26656368374824524,1.9848453918059583e-05,1.081559599668573e-05,6.78723580718845e-05
5149,GoFundMe,1569939,1622067,video,36,23,21,292111,"ORG,PERSON",0,1168,4545,7,16,7.370705330152322e-05,0.05473608896136284,8.031061246650965e-05,0.2169800102710724,0.0610174760222435,0.4319518804550171,2.5856517054947907e-05,0.060334548354148865,0.08942326158285141,0.067338727414608,8.117132658230116e-05
5151,GoFundMe,1569939,1622067,link,51,81,46,183,"CARDINAL,PERSON,MONEY,DATE,GPE",0,1168,4545,25,107,0.14396442472934723,0.049472905695438385,1.683188830627572e-05,3.993846589258456e-05,0.10236731171607971,0.6233569979667664,0.05600183829665184,1.9258498749772477e-05,5.013911310452684e-05,3.783881240357529e-05,4.424877094080631e-05
5152,Kickstarter,1577935,1555412,video,4,0,0,5,"CARDINAL,WORK_OF_ART,ORG,PRODUCT",0,1168,4839,0,1,2.5192408930858277e-05,0.2865062355995178,0.20014262199401855,2.4772526993270704e-05,4.691863001393874e-05,4.307431156032049e-05,0.2356235831975937,1.7031167155195305e-05,1.631201644315275e-05,0.22875487804412842,4.0217519449433653e-05
5153,Kickstarter,1577935,1555412,link,13,0,3,15,"WORK_OF_ART,DATE,PERSON,ORDINAL",0,1168,4839,2,0,9.930211496441529e-05,9.060299067214532e-05,0.249328151345253,2.2785172140302548e-05,0.24002988636493683,0.3608589172363281,9.237572952662786e-05,0.12209956347942352,8.078327372304403e-05,7.925079878005134e-05,4.5978870719808564e-05
5154,GoFundMe,1569704,1621823,video,153,49,42,6816961,PERSON,0,1169,4545,102,9,0.10884144902229309,4.810304819046122e-05,7.395242289216398e-05,8.131497709884015e-05,3.119211731282717e-05,0.4668132960796356,1.580894599546215e-05,0.22447557747364044,0.13619697093963623,9.524748880752052e-05,8.801375835656235e-05
5155,Indiegogo,555607,553526,photo,27,4,3,27,"PERCENT,DATE,PRODUCT",0,1169,5303,0,0,4.220524101648633e-05,2.7600269349571693e-05,2.8793019810124034e-05,0.10874997824430466,0.1163090243935585,0.11741331964731216,3.522851622255797e-05,0.2593882381916046,0.23556505143642426,0.1170678660273552,2.013148409517172e-05
5156,Kickstarter,1577933,1555397,link,5,0,2,5,"ORG,WORK_OF_ART,PERSON,ORDINAL",0,1169,4839,0,0,8.043860083862685e-05,9.034381481572477e-05,4.4617332691776854e-05,2.599516976289108e-05,0.22264908254146576,0.054743994027376175,4.761607793674841e-05,1.3330226128698445e-05,2.839919847473896e-05,0.6894963383674622,3.692873791816652e-05
5157,GoFundMe,1569704,1621823,link,50,14,16,67,"ORG,DATE,PERSON",0,1169,4545,17,0,9.457684382154398e-05,9.030319851414862e-05,0.0519157238304615,0.14378438889980316,0.13702891767024994,0.5419040322303772,2.9364613066792508e-05,8.215858669806736e-05,0.05602988973259926,0.05037999898195267,9.740483415289085e-05
5158,Indiegogo,555607,553526,photo,47,14,10,52,"DATE,PRODUCT",1,1169,5303,5,0,1.8031538282773163e-05,0.5616222023963928,0.06011712923645973,1.982751636688893e-05,0.061046846210956573,8.033645554916574e-05,0.06113845109939575,2.978143677343409e-05,0.0636802390217781,0.16709764301776886,9.568183049095104e-05
5159,GoFundMe,1569704,1621823,link,117,28,22,271,"FAC,PERSON,DATE,TIME",0,1169,4545,44,110,7.434477965590633e-05,4.386997825690376e-05,3.131389034574531e-05,9.906407300906295e-05,0.3305398225784302,0.2126401662826538,7.064122480536304e-05,0.13496103882789612,8.070889959426934e-05,0.28648412227630615,1.0109763482614879e-05
